week,temp,dewp,hum
1,27.88333333333333,13.75,54.88991840668154
2,31.914285714285715,18.5,57.249203795676294
3,33.48571428571428,21.714285714285715,61.62972600163108
4,28.457142857142856,18.814285714285713,66.77522107680505
5,32.31428571428571,15.757142857142858,50.04318356385598
6,10.157142857142857,4.885714285714285,78.79597467732056
7,27.642857142857142,15.285714285714286,59.28391582839674
8,16.871428571428574,8.9,70.38401843437332
9,17.000000000000004,8.985714285714286,70.2639237322852
10,19.74285714285714,13.528571428571428,76.41928166950251
11,31.771428571428572,24.2,73.29045577948521
12,39.58571428571429,30.928571428571427,70.91569058266786
13,41.92857142857143,30.2,62.87969135608854
14,47.84285714285714,33.41428571428571,57.167828923149834
15,39.32857142857142,27.699999999999996,62.791508032914386
16,52.56666666666667,42.56666666666666,68.67961322227485
