week,temp,dewp,hum
1,35.025,29.325000000000003,79.49553069253294
2,42.82857142857143,38.15714285714285,83.43445122055275
3,39.300000000000004,36.371428571428574,89.1453082030703
4,34.614285714285714,28.614285714285717,78.49243068811019
5,36.800000000000004,29.2,73.72568912418458
6,43.05714285714286,32.82857142857143,66.95342399769676
7,36.6,28.8,73.10523194509217
8,42.214285714285715,32.51428571428571,68.2883004112143
9,42.48571428571428,32.18571428571428,66.69208404293796
10,41.27142857142858,31.057142857142857,66.77468297554614
11,36.27142857142857,24.3,61.49572911583905
12,42.75714285714286,35.15714285714286,74.32658796489734
13,40.771428571428565,34.1,76.93275537906014
14,42.58571428571429,32.9,68.37113846150524
15,49.4,38.028571428571425,64.75098193643169
16,46.314285714285724,36.94285714285714,69.66223975437825
17,48.542857142857144,37.042857142857144,64.31700583550153
18,52.67142857142857,36.92857142857143,54.94221102870945
19,49.957142857142856,40.871428571428574,70.84850183145215
20,51.9,41.214285714285715,66.81224742986551
21,52.14285714285713,43.58571428571429,72.53691675380415
22,57.814285714285724,44.64285714285715,61.445978790236985
23,66.65714285714286,48.75714285714285,52.54127049639584
24,59.01428571428572,49.82857142857142,71.54062686297263
25,57.971428571428575,50.07142857142857,74.93698060299718
26,57.128571428571426,46.58571428571429,67.79235929297593
27,63.814285714285724,47.314285714285724,54.950817182688915
28,61.457142857142856,50.557142857142864,67.38851251770865
29,62.17142857142857,52.57142857142857,70.78206720891463
30,65.61428571428571,54.51428571428572,67.37045931709275
31,75.35714285714286,58.814285714285724,56.47542938250404
32,61.75714285714286,52.71428571428572,72.20243122243076
33,59.82857142857143,52.557142857142864,76.86875716532352
34,65.48571428571428,53.55714285714286,65.3477498068971
35,62.47142857142857,50.4,64.64130075021289
36,61.41428571428572,52.614285714285714,72.81476199299517
37,62.05714285714286,51.94285714285716,69.44283310521988
38,62.5,52.21428571428571,69.05434127848294
39,60.01428571428572,48.28571428571428,65.17151639178309
40,51.12857142857143,43.128571428571426,73.99717805817835
41,51.31428571428571,37.65714285714285,59.43834840920231
42,53.58571428571429,42.8,66.75583858883402
43,50.35714285714285,45.942857142857136,84.75460974108489
44,47.785714285714285,43.228571428571435,84.13304728309089
45,47.72857142857142,39.871428571428574,74.06967694705455
46,43.62857142857143,37.32857142857143,78.32769916844865
47,45.5,40.42857142857143,82.32821271667017
48,46.3142857142857,42.04285714285714,84.96790361459567
49,38.357142857142854,30.285714285714285,72.4852352465319
50,27.042857142857144,11.414285714285713,51.2572462922285
51,44.285714285714285,40.385714285714286,86.07442908770172
52,39.057142857142864,31.314285714285717,73.53004212650553
53,39.599999999999994,30.975,71.00960589316205
