state,level,week,year
FL,2,51,2016
FL,2,50,2016
FL,1,49,2016
FL,1,48,2016
FL,2,47,2016
FL,2,46,2016
FL,1,45,2016
FL,1,44,2016
FL,1,43,2016
FL,1,42,2016
FL,1,41,2016
FL,1,40,2016
FL,1,39,2016
FL,1,38,2016
FL,1,37,2016
FL,1,36,2016
FL,1,35,2016
FL,1,34,2016
FL,1,33,2016
FL,1,32,2016
FL,1,31,2016
FL,1,30,2016
FL,1,29,2016
FL,1,28,2016
FL,1,27,2016
FL,1,26,2016
FL,1,25,2016
FL,1,24,2016
FL,1,23,2016
FL,1,22,2016
FL,1,21,2016
FL,1,20,2016
FL,1,19,2016
FL,1,18,2016
FL,1,17,2016
FL,2,16,2016
FL,1,15,2016
FL,2,14,2016
FL,3,13,2016
FL,3,12,2016
GA,1,29,2012
GA,1,30,2012
GA,1,31,2012
GA,1,32,2012
GA,1,33,2012
GA,1,34,2012
GA,1,35,2012
GA,1,36,2012
GA,1,37,2012
GA,1,38,2012
GA,1,39,2012
GA,1,40,2012
GA,1,41,2012
GA,1,42,2012
GA,1,43,2012
GA,1,44,2012
GA,2,45,2012
GA,4,46,2012
GA,6,47,2012
GA,7,48,2012
GA,9,49,2012
GA,10,50,2012
GA,10,51,2012
GA,10,52,2012
GA,9,1,2013
GA,7,2,2013
GA,6,3,2013
GA,4,4,2013
GA,4,5,2013
GA,4,6,2013
GA,4,7,2013
GA,4,8,2013
GA,4,9,2013
GA,5,10,2013
GA,1,11,2013
GA,1,12,2013
GA,1,13,2013
GA,1,14,2013
GA,1,15,2013
GA,1,16,2013
GA,1,17,2013
GA,1,18,2013
GA,1,19,2013
GA,1,20,2013
GA,1,21,2013
GA,1,22,2013
GA,1,23,2013
GA,1,24,2013
GA,1,25,2013
GA,1,26,2013
GA,1,27,2013
GA,1,28,2013
GA,1,29,2013
GA,1,30,2013
GA,1,31,2013
GA,1,32,2013
GA,1,33,2013
GA,1,34,2013
GA,1,36,2013
GA,1,35,2013
GA,1,37,2013
GA,1,38,2013
GA,1,39,2013
GA,1,40,2013
GA,1,41,2013
GA,1,42,2013
GA,1,43,2013
GA,1,44,2013
GA,1,45,2013
GA,1,46,2013
GA,1,47,2013
GA,2,48,2013
GA,3,49,2013
GA,2,50,2013
GA,6,51,2013
GA,9,52,2013
GA,5,1,2014
GA,2,2,2014
GA,2,3,2014
GA,3,4,2014
GA,3,5,2014
GA,1,6,2014
GA,1,7,2014
GA,1,8,2014
GA,1,9,2014
GA,1,10,2014
GA,1,11,2014
GA,1,12,2014
GA,1,13,2014
GA,1,14,2014
GA,1,15,2014
GA,1,16,2014
GA,1,17,2014
GA,1,18,2014
GA,1,19,2014
GA,1,20,2014
GA,1,21,2014
GA,1,22,2014
GA,1,23,2014
GA,1,24,2014
GA,1,25,2014
GA,1,26,2014
GA,1,27,2014
GA,1,28,2014
GA,1,29,2014
GA,1,30,2014
GA,1,31,2014
GA,1,32,2014
GA,1,33,2014
GA,1,34,2014
GA,1,35,2014
GA,1,36,2014
GA,1,37,2014
GA,1,38,2014
GA,1,39,2014
GA,1,40,2014
GA,1,41,2014
GA,1,42,2014
GA,1,43,2014
GA,1,44,2014
GA,1,45,2014
GA,2,46,2014
GA,6,47,2014
GA,10,48,2014
GA,10,49,2014
GA,10,50,2014
GA,10,51,2014
GA,10,52,2014
GA,4,53,2015
GA,7,1,2015
GA,4,2,2015
GA,4,3,2015
GA,4,4,2015
GA,4,5,2015
GA,4,6,2015
GA,6,7,2015
GA,5,8,2015
GA,4,9,2015
GA,3,10,2015
GA,2,11,2015
GA,2,12,2015
GA,2,13,2015
GA,1,14,2015
GA,1,15,2015
GA,1,16,2015
GA,1,17,2015
GA,1,18,2015
GA,1,19,2015
GA,1,20,2015
GA,1,21,2015
GA,1,22,2015
GA,1,23,2015
GA,1,24,2015
GA,1,25,2015
GA,1,26,2015
GA,1,27,2015
GA,1,28,2015
GA,1,29,2015
GA,1,31,2015
GA,1,30,2015
GA,2,39,2015
GA,1,38,2015
GA,1,37,2015
GA,1,36,2015
GA,1,35,2015
GA,1,34,2015
GA,1,33,2015
GA,1,32,2015
GA,3,40,2015
GA,2,41,2015
GA,2,42,2015
GA,1,43,2015
GA,2,44,2015
GA,2,45,2015
GA,2,46,2015
GA,3,47,2015
GA,2,48,2015
GA,2,49,2015
GA,4,50,2015
GA,6,51,2015
GA,4,52,2016
GA,3,1,2016
GA,3,2,2016
GA,3,3,2016
GA,3,4,2016
GA,3,5,2016
GA,3,6,2016
GA,5,7,2016
GA,6,8,2016
GA,6,9,2016
GA,8,10,2016
GA,5,11,2016
GA,8,18,2009
GA,9,17,2009
GA,1,16,2009
GA,1,15,2009
GA,1,14,2009
GA,1,13,2009
GA,2,12,2009
GA,4,11,2009
GA,6,10,2009
GA,8,9,2009
GA,9,8,2009
GA,8,7,2009
GA,10,6,2009
GA,7,5,2009
GA,4,4,2009
GA,2,3,2009
GA,1,2,2009
GA,2,1,2009
GA,4,53,2009
GA,5,52,2008
GA,3,51,2008
GA,2,50,2008
GA,2,49,2008
GA,3,48,2008
GA,1,47,2008
GA,2,46,2008
GA,1,45,2008
GA,1,44,2008
GA,1,43,2008
GA,1,42,2008
GA,1,41,2008
GA,1,40,2008
GA,10,34,2009
GA,10,33,2009
GA,5,32,2009
GA,2,31,2009
GA,1,30,2009
GA,1,29,2009
GA,1,28,2009
GA,1,27,2009
GA,4,26,2009
GA,2,25,2009
GA,1,24,2009
GA,1,23,2009
GA,1,22,2009
GA,1,21,2009
GA,2,20,2009
GA,3,19,2009
GA,10,38,2009
GA,10,37,2009
GA,10,36,2009
GA,10,35,2009
GA,10,39,2009
GA,10,40,2009
GA,10,41,2009
GA,10,42,2009
GA,10,43,2009
GA,10,44,2009
GA,9,45,2009
GA,7,46,2009
GA,8,47,2009
GA,6,48,2009
GA,4,49,2009
GA,5,50,2009
GA,7,51,2009
GA,7,52,2010
GA,3,1,2010
GA,2,2,2010
GA,3,3,2010
GA,2,4,2010
GA,4,5,2010
GA,3,6,2010
GA,4,7,2010
GA,3,8,2010
GA,2,9,2010
GA,3,10,2010
GA,2,11,2010
GA,2,12,2010
GA,1,13,2010
GA,1,14,2010
GA,1,23,2010
GA,1,24,2010
GA,1,25,2010
GA,1,26,2010
GA,1,27,2010
GA,1,28,2010
GA,1,29,2010
GA,1,30,2010
GA,1,15,2010
GA,1,16,2010
GA,1,17,2010
GA,1,18,2010
GA,1,19,2010
GA,1,20,2010
GA,1,22,2010
GA,1,21,2010
GA,1,31,2010
GA,1,32,2010
GA,1,33,2010
GA,1,34,2010
GA,1,35,2010
GA,1,36,2010
GA,1,37,2010
GA,1,38,2010
GA,1,39,2010
GA,1,40,2010
GA,1,41,2010
GA,1,42,2010
GA,2,43,2010
GA,3,44,2010
GA,5,45,2010
GA,8,46,2010
GA,10,47,2010
GA,5,48,2010
GA,8,49,2010
GA,10,50,2010
GA,10,51,2010
GA,10,52,2011
GA,9,1,2011
GA,7,2,2011
GA,6,3,2011
GA,8,4,2011
GA,9,5,2011
GA,9,6,2011
GA,9,7,2011
GA,7,8,2011
GA,3,9,2011
GA,2,10,2011
GA,1,11,2011
GA,1,12,2011
GA,1,13,2011
GA,1,14,2011
GA,1,15,2011
GA,1,16,2011
GA,1,17,2011
GA,1,18,2011
GA,1,19,2011
GA,1,20,2011
GA,1,21,2011
GA,1,22,2011
GA,1,26,2011
GA,1,25,2011
GA,1,24,2011
GA,1,23,2011
GA,1,40,2011
GA,1,39,2011
GA,1,41,2011
GA,1,42,2011
GA,1,38,2011
GA,1,37,2011
GA,1,36,2011
GA,1,35,2011
GA,1,34,2011
GA,1,33,2011
GA,1,32,2011
GA,1,31,2011
GA,1,30,2011
GA,1,29,2011
GA,1,28,2011
GA,1,27,2011
GA,1,43,2011
GA,1,44,2011
GA,1,45,2011
GA,1,46,2011
GA,1,47,2011
GA,1,48,2011
GA,1,49,2011
GA,1,50,2011
GA,4,51,2011
GA,4,52,2011
GA,2,1,2012
GA,1,2,2012
GA,1,3,2012
GA,1,4,2012
GA,1,5,2012
GA,1,6,2012
GA,1,7,2012
GA,1,8,2012
GA,1,9,2012
GA,1,10,2012
GA,1,11,2012
GA,1,12,2012
GA,1,13,2012
GA,1,14,2012
GA,1,15,2012
GA,1,16,2012
GA,1,17,2012
GA,1,18,2012
GA,1,19,2012
GA,1,20,2012
GA,1,21,2012
GA,1,22,2012
GA,1,23,2012
GA,1,24,2012
GA,1,25,2012
GA,1,26,2012
GA,1,27,2012
GA,1,28,2012
GA,10,47,2019
GA,10,48,2019
GA,10,49,2019
GA,11,50,2019
GA,13,51,2019
GA,13,52,2019
GA,13,1,2020
GA,11,2,2020
GA,11,3,2020
GA,11,4,2020
GA,12,5,2020
GA,12,6,2020
GA,11,7,2020
GA,10,8,2020
GA,9,9,2020
GA,10,10,2020
GA,12,11,2020
GA,13,12,2020
GA,11,13,2020
GA,10,14,2020
GA,8,15,2020
GA,4,16,2020
GA,2,17,2020
GA,2,18,2020
GA,1,19,2020
GA,1,20,2020
GA,1,21,2020
GA,1,22,2020
GA,1,23,2020
GA,1,24,2020
GA,1,25,2020
GA,1,26,2020
GA,3,27,2020
GA,5,28,2020
GA,5,29,2020
GA,3,30,2020
GA,3,31,2020
GA,2,32,2020
GA,2,33,2020
GA,2,34,2020
GA,1,35,2020
GA,1,36,2020
GA,1,37,2020
GA,1,38,2020
GA,1,39,2020
GA,1,40,2020
GA,1,41,2020
GA,1,42,2020
GA,1,43,2020
GA,7,12,2016
GA,6,13,2016
GA,5,14,2016
GA,4,15,2016
GA,4,16,2016
GA,3,17,2016
GA,3,18,2016
GA,3,19,2016
GA,4,20,2016
GA,4,21,2016
GA,3,22,2016
GA,2,23,2016
GA,2,24,2016
GA,1,25,2016
GA,1,26,2016
GA,1,27,2016
GA,1,28,2016
GA,1,29,2016
GA,1,30,2016
GA,1,31,2016
GA,2,32,2016
GA,3,33,2016
GA,4,34,2016
GA,4,35,2016
GA,3,36,2016
GA,3,37,2016
GA,3,38,2016
GA,3,39,2016
GA,2,40,2016
GA,3,41,2016
GA,3,42,2016
GA,3,43,2016
GA,4,44,2016
GA,5,45,2016
GA,5,46,2016
GA,6,47,2016
GA,5,48,2016
GA,6,49,2016
GA,6,50,2016
GA,9,51,2016
GA,10,52,2016
GA,8,1,2017
GA,7,2,2017
GA,10,3,2017
GA,10,4,2017
GA,10,5,2017
GA,10,6,2017
GA,10,7,2017
GA,10,8,2017
GA,10,9,2017
GA,10,10,2017
GA,10,11,2017
GA,10,12,2017
GA,10,13,2017
GA,6,14,2017
GA,4,15,2017
GA,3,16,2017
GA,2,17,2017
GA,2,18,2017
GA,2,19,2017
GA,2,20,2017
GA,2,21,2017
GA,1,22,2017
GA,1,23,2017
GA,1,24,2017
GA,1,25,2017
GA,1,26,2017
GA,1,27,2017
GA,1,28,2017
GA,1,29,2017
GA,1,30,2017
GA,1,31,2017
GA,1,32,2017
GA,1,33,2017
GA,2,34,2017
GA,2,35,2017
GA,2,36,2017
GA,2,37,2017
GA,2,38,2017
GA,3,39,2017
GA,2,40,2017
GA,3,41,2017
GA,3,42,2017
GA,4,43,2017
GA,4,44,2017
GA,5,45,2017
GA,6,46,2017
GA,7,47,2017
GA,6,48,2017
GA,7,49,2017
GA,7,50,2017
GA,10,51,2017
GA,10,52,2017
GA,10,1,2018
GA,10,2,2018
GA,10,3,2018
GA,10,4,2018
GA,10,5,2018
GA,10,6,2018
GA,10,7,2018
GA,10,8,2018
GA,9,9,2018
GA,8,10,2018
GA,7,11,2018
GA,5,12,2018
GA,5,13,2018
GA,4,14,2018
GA,4,15,2018
GA,3,16,2018
GA,2,17,2018
GA,3,18,2018
GA,2,19,2018
GA,2,20,2018
GA,2,21,2018
GA,2,22,2018
GA,1,23,2018
GA,1,24,2018
GA,1,25,2018
GA,1,26,2018
GA,1,27,2018
GA,1,28,2018
GA,1,29,2018
GA,1,30,2018
GA,1,31,2018
GA,1,32,2018
GA,1,33,2018
GA,2,34,2018
GA,2,35,2018
GA,3,36,2018
GA,2,37,2018
GA,2,38,2018
GA,3,39,2018
GA,3,40,2018
GA,3,41,2018
GA,4,42,2018
GA,5,43,2018
GA,6,44,2018
GA,6,45,2018
GA,7,46,2018
GA,9,47,2018
GA,8,48,2018
GA,8,49,2018
GA,10,50,2018
GA,10,51,2018
GA,10,52,2018
GA,10,1,2019
GA,8,2,2019
GA,8,3,2019
GA,9,4,2019
GA,10,5,2019
GA,10,6,2019
GA,10,7,2019
GA,10,8,2019
GA,8,9,2019
GA,8,10,2019
GA,8,11,2019
GA,7,12,2019
GA,6,13,2019
GA,5,14,2019
GA,4,15,2019
GA,3,16,2019
GA,3,17,2019
GA,2,18,2019
GA,2,19,2019
GA,2,20,2019
GA,1,21,2019
GA,1,22,2019
GA,1,23,2019
GA,1,24,2019
GA,1,25,2019
GA,1,26,2019
GA,1,27,2019
GA,1,28,2019
GA,1,29,2019
GA,1,30,2019
GA,1,31,2019
GA,1,32,2019
GA,1,33,2019
GA,1,34,2019
GA,2,35,2019
GA,2,36,2019
GA,2,37,2019
GA,2,38,2019
GA,3,39,2019
GA,2,40,2019
GA,2,41,2019
GA,3,42,2019
GA,4,43,2019
GA,5,44,2019
GA,7,45,2019
GA,9,46,2019
HI,9,11,2016
HI,9,10,2016
HI,7,9,2016
HI,8,8,2016
HI,5,7,2016
HI,6,6,2016
HI,2,5,2016
HI,3,4,2016
HI,1,3,2016
HI,1,2,2016
HI,1,1,2016
HI,1,52,2016
HI,1,51,2015
HI,1,50,2015
HI,1,49,2015
HI,1,48,2015
HI,1,47,2015
HI,1,46,2015
HI,1,45,2015
HI,1,44,2015
HI,1,43,2015
HI,1,42,2015
HI,1,41,2015
HI,1,40,2015
HI,1,32,2015
HI,1,33,2015
HI,1,34,2015
HI,1,35,2015
HI,1,36,2015
HI,1,37,2015
HI,1,38,2015
HI,1,39,2015
HI,1,30,2015
HI,1,31,2015
HI,1,29,2015
HI,1,28,2015
HI,1,27,2015
HI,1,26,2015
HI,1,25,2015
HI,1,24,2015
HI,1,23,2015
HI,5,22,2015
HI,4,21,2015
HI,5,20,2015
HI,6,19,2015
HI,6,18,2015
HI,4,17,2015
HI,4,16,2015
HI,7,15,2015
HI,9,14,2015
HI,7,13,2015
HI,7,12,2015
HI,5,11,2015
HI,10,10,2015
HI,10,9,2015
HI,10,8,2015
HI,10,7,2015
HI,10,6,2015
HI,10,5,2015
HI,10,4,2015
HI,10,3,2015
HI,10,2,2015
HI,10,1,2015
HI,10,53,2015
HI,10,52,2014
HI,9,51,2014
HI,5,50,2014
HI,4,49,2014
HI,3,48,2014
HI,3,47,2014
HI,6,46,2014
HI,6,45,2014
HI,4,44,2014
HI,5,43,2014
HI,4,42,2014
HI,6,41,2014
HI,5,40,2014
HI,1,39,2014
HI,3,38,2014
HI,2,37,2014
HI,2,36,2014
HI,1,35,2014
HI,1,34,2014
HI,1,33,2014
HI,1,32,2014
HI,1,31,2014
HI,1,30,2014
HI,1,29,2014
HI,1,28,2014
HI,1,27,2014
HI,1,26,2014
HI,1,25,2014
HI,1,24,2014
HI,1,23,2014
HI,1,22,2014
HI,3,21,2014
HI,1,20,2014
HI,1,19,2014
HI,1,18,2014
HI,1,17,2014
HI,2,16,2014
HI,1,15,2014
HI,2,14,2014
HI,2,13,2014
HI,1,12,2014
HI,5,11,2014
HI,8,10,2014
HI,8,9,2014
HI,9,8,2014
HI,7,7,2014
HI,7,6,2014
HI,6,5,2014
HI,6,4,2014
HI,4,3,2014
HI,4,2,2014
HI,2,1,2014
HI,1,52,2013
HI,3,51,2013
HI,2,50,2013
HI,1,49,2013
HI,1,48,2013
HI,1,47,2013
HI,1,46,2013
HI,1,45,2013
HI,1,44,2013
HI,1,43,2013
HI,1,42,2013
HI,1,41,2013
HI,1,40,2013
HI,1,39,2013
HI,1,38,2013
HI,1,37,2013
HI,1,35,2013
HI,1,36,2013
HI,1,34,2013
HI,1,33,2013
HI,1,32,2013
HI,1,31,2013
HI,1,30,2013
HI,1,29,2013
HI,1,28,2013
HI,1,27,2013
HI,1,26,2013
HI,1,25,2013
HI,3,24,2013
HI,1,23,2013
HI,1,22,2013
HI,1,21,2013
HI,3,20,2013
HI,4,19,2013
HI,2,18,2013
HI,3,17,2013
HI,1,16,2013
HI,3,15,2013
HI,1,14,2013
HI,1,13,2013
HI,2,12,2013
HI,2,11,2013
HI,5,10,2013
HI,4,9,2013
HI,3,8,2013
HI,3,7,2013
HI,4,6,2013
HI,9,5,2013
HI,10,4,2013
HI,8,3,2013
HI,6,2,2013
HI,6,1,2013
HI,3,52,2012
HI,3,51,2012
HI,3,50,2012
HI,3,49,2012
HI,2,48,2012
HI,4,47,2012
HI,2,46,2012
HI,2,45,2012
HI,2,44,2012
HI,2,43,2012
HI,2,42,2012
HI,2,41,2012
HI,2,40,2012
HI,1,39,2012
HI,1,38,2012
HI,1,37,2012
HI,1,36,2012
HI,1,35,2012
HI,1,34,2012
HI,1,33,2012
HI,1,32,2012
HI,1,31,2012
HI,1,30,2012
HI,1,29,2012
HI,1,28,2012
HI,1,27,2012
HI,1,26,2012
HI,1,25,2012
HI,1,24,2012
HI,1,23,2012
HI,4,22,2012
HI,4,21,2012
HI,4,20,2012
HI,4,19,2012
HI,3,18,2012
HI,3,17,2012
HI,3,16,2012
HI,3,15,2012
HI,4,14,2012
HI,4,13,2012
HI,3,12,2012
HI,1,11,2012
HI,1,10,2012
HI,1,9,2012
HI,1,8,2012
HI,1,7,2012
HI,1,6,2012
HI,1,5,2012
HI,1,4,2012
HI,1,3,2012
HI,1,2,2012
HI,1,1,2012
HI,1,52,2011
HI,1,51,2011
HI,1,50,2011
HI,1,49,2011
HI,1,48,2011
HI,1,47,2011
HI,1,46,2011
HI,1,45,2011
HI,1,44,2011
HI,1,43,2011
HI,1,27,2011
HI,1,28,2011
HI,1,29,2011
HI,1,30,2011
HI,1,31,2011
HI,1,32,2011
HI,1,33,2011
HI,1,34,2011
HI,1,35,2011
HI,1,36,2011
HI,1,37,2011
HI,1,38,2011
HI,1,42,2011
HI,1,41,2011
HI,1,39,2011
HI,1,40,2011
HI,1,23,2011
HI,1,24,2011
HI,1,25,2011
HI,1,26,2011
HI,1,22,2011
HI,1,21,2011
HI,1,20,2011
HI,1,19,2011
HI,1,18,2011
HI,1,17,2011
HI,1,16,2011
HI,1,15,2011
HI,2,14,2011
HI,2,13,2011
HI,1,12,2011
HI,5,11,2011
HI,5,10,2011
HI,7,9,2011
HI,7,8,2011
HI,7,7,2011
HI,6,6,2011
HI,4,5,2011
HI,5,4,2011
HI,4,3,2011
HI,1,2,2011
HI,2,1,2011
HI,2,52,2011
HI,1,51,2010
HI,1,50,2010
HI,1,49,2010
HI,1,48,2010
HI,3,47,2010
HI,1,46,2010
HI,1,45,2010
HI,1,44,2010
HI,1,43,2010
HI,1,42,2010
HI,1,41,2010
HI,1,40,2010
HI,1,39,2010
HI,1,38,2010
HI,1,37,2010
HI,1,36,2010
HI,1,35,2010
HI,1,34,2010
HI,1,33,2010
HI,1,32,2010
HI,1,31,2010
HI,1,21,2010
HI,1,22,2010
HI,1,20,2010
HI,1,19,2010
HI,1,18,2010
HI,1,17,2010
HI,1,16,2010
HI,1,15,2010
HI,1,30,2010
HI,1,29,2010
HI,1,28,2010
HI,1,27,2010
HI,1,26,2010
HI,1,25,2010
HI,1,24,2010
HI,1,23,2010
HI,1,14,2010
HI,1,13,2010
HI,1,12,2010
HI,1,11,2010
HI,1,10,2010
HI,1,9,2010
HI,1,8,2010
HI,1,7,2010
HI,1,6,2010
HI,1,5,2010
HI,1,4,2010
HI,1,3,2010
HI,1,2,2010
HI,1,1,2010
HI,1,52,2010
HI,2,51,2009
HI,1,50,2009
HI,1,49,2009
HI,1,48,2009
HI,2,47,2009
HI,1,46,2009
HI,2,45,2009
HI,1,44,2009
HI,1,43,2009
HI,1,42,2009
HI,1,41,2009
HI,1,40,2009
HI,1,39,2009
HI,4,35,2009
HI,1,36,2009
HI,1,37,2009
HI,1,38,2009
HI,7,19,2009
HI,4,20,2009
HI,5,21,2009
HI,3,22,2009
HI,2,23,2009
HI,4,24,2009
HI,5,25,2009
HI,9,26,2009
HI,10,27,2009
HI,9,28,2009
HI,7,29,2009
HI,4,30,2009
HI,3,31,2009
HI,2,32,2009
HI,2,33,2009
HI,1,34,2009
HI,1,40,2008
HI,1,41,2008
HI,1,42,2008
HI,1,43,2008
HI,1,44,2008
HI,1,45,2008
HI,1,46,2008
HI,1,47,2008
HI,1,48,2008
HI,1,49,2008
HI,1,50,2008
HI,1,51,2008
HI,1,52,2008
HI,1,53,2009
HI,1,1,2009
HI,1,2,2009
HI,1,3,2009
HI,1,4,2009
HI,1,5,2009
HI,1,6,2009
HI,1,7,2009
HI,2,8,2009
HI,1,9,2009
HI,1,10,2009
HI,1,11,2009
HI,1,12,2009
HI,2,13,2009
HI,1,14,2009
HI,1,15,2009
HI,1,16,2009
HI,5,17,2009
HI,6,18,2009
HI,1,43,2020
HI,1,42,2020
HI,1,41,2020
HI,1,40,2020
HI,1,39,2020
HI,1,38,2020
HI,1,37,2020
HI,1,36,2020
HI,1,35,2020
HI,1,34,2020
HI,1,33,2020
HI,1,32,2020
HI,1,31,2020
HI,1,30,2020
HI,1,29,2020
HI,1,28,2020
HI,1,27,2020
HI,1,26,2020
HI,1,25,2020
HI,1,24,2020
HI,1,23,2020
HI,1,22,2020
HI,1,21,2020
HI,1,20,2020
HI,1,19,2020
HI,1,18,2020
HI,1,17,2020
HI,1,16,2020
HI,1,15,2020
HI,1,14,2020
HI,1,13,2020
HI,4,12,2020
HI,4,11,2020
HI,8,10,2020
HI,6,9,2020
HI,7,8,2020
HI,7,7,2020
HI,9,6,2020
HI,7,5,2020
HI,5,4,2020
HI,5,3,2020
HI,2,2,2020
HI,5,1,2020
HI,4,52,2019
HI,2,51,2019
HI,2,50,2019
HI,3,49,2019
HI,5,48,2019
HI,2,47,2019
HI,1,46,2019
HI,1,45,2019
HI,3,44,2019
HI,1,43,2019
HI,1,42,2019
HI,1,41,2019
HI,1,40,2019
HI,2,39,2019
HI,1,38,2019
HI,1,37,2019
HI,1,36,2019
HI,1,35,2019
HI,1,34,2019
HI,1,33,2019
HI,1,32,2019
HI,1,31,2019
HI,1,30,2019
HI,1,29,2019
HI,1,28,2019
HI,1,27,2019
HI,1,26,2019
HI,1,25,2019
HI,1,24,2019
HI,1,23,2019
HI,1,22,2019
HI,1,21,2019
HI,1,20,2019
HI,1,19,2019
HI,1,18,2019
HI,2,17,2019
HI,1,16,2019
HI,4,15,2019
HI,4,14,2019
HI,2,13,2019
HI,2,12,2019
HI,5,11,2019
HI,6,10,2019
HI,6,9,2019
HI,6,8,2019
HI,6,7,2019
HI,5,6,2019
HI,6,5,2019
HI,5,4,2019
HI,1,3,2019
HI,3,2,2019
HI,2,1,2019
HI,1,52,2018
HI,1,51,2018
HI,1,50,2018
HI,1,49,2018
HI,1,48,2018
HI,1,47,2018
HI,1,46,2018
HI,1,45,2018
HI,1,44,2018
HI,1,43,2018
HI,1,42,2018
HI,1,41,2018
HI,1,40,2018
HI,1,39,2018
HI,1,38,2018
HI,1,37,2018
HI,1,36,2018
HI,1,35,2018
HI,1,34,2018
HI,1,33,2018
HI,1,32,2018
HI,1,31,2018
HI,1,30,2018
HI,1,29,2018
HI,1,28,2018
HI,1,27,2018
HI,1,26,2018
HI,1,25,2018
HI,1,24,2018
HI,1,23,2018
HI,1,22,2018
HI,1,21,2018
HI,1,20,2018
HI,1,19,2018
HI,1,18,2018
HI,2,17,2018
HI,1,16,2018
HI,1,15,2018
HI,4,14,2018
HI,2,13,2018
HI,3,12,2018
HI,5,11,2018
HI,6,10,2018
HI,4,9,2018
HI,4,8,2018
HI,5,7,2018
HI,5,6,2018
HI,6,5,2018
HI,8,4,2018
HI,7,3,2018
HI,7,2,2018
HI,5,1,2018
HI,6,52,2017
HI,6,51,2017
HI,3,50,2017
HI,4,49,2017
HI,5,48,2017
HI,3,47,2017
HI,2,46,2017
HI,3,45,2017
HI,1,44,2017
HI,1,43,2017
HI,1,42,2017
HI,1,41,2017
HI,1,40,2017
HI,1,39,2017
HI,1,38,2017
HI,1,37,2017
HI,1,36,2017
HI,1,35,2017
HI,1,34,2017
HI,1,33,2017
HI,1,32,2017
HI,1,31,2017
HI,1,30,2017
HI,1,29,2017
HI,1,28,2017
HI,1,27,2017
HI,1,26,2017
HI,1,25,2017
HI,1,24,2017
HI,1,23,2017
HI,1,22,2017
HI,1,21,2017
HI,1,20,2017
HI,1,19,2017
HI,2,18,2017
HI,1,17,2017
HI,1,16,2017
HI,1,15,2017
HI,2,14,2017
HI,1,13,2017
HI,2,12,2017
HI,2,11,2017
HI,5,10,2017
HI,3,9,2017
HI,4,8,2017
HI,4,7,2017
HI,4,6,2017
HI,4,5,2017
HI,6,4,2017
HI,3,3,2017
HI,4,2,2017
HI,3,1,2017
HI,2,52,2016
HI,1,51,2016
HI,3,50,2016
HI,2,49,2016
HI,1,48,2016
HI,1,47,2016
HI,1,46,2016
HI,1,45,2016
HI,1,44,2016
HI,1,43,2016
HI,1,42,2016
HI,1,41,2016
HI,1,40,2016
HI,1,39,2016
HI,1,38,2016
HI,1,37,2016
HI,1,36,2016
HI,1,35,2016
HI,1,34,2016
HI,1,33,2016
HI,1,32,2016
HI,1,31,2016
HI,1,30,2016
HI,1,29,2016
HI,1,28,2016
HI,1,27,2016
HI,1,26,2016
HI,1,25,2016
HI,1,24,2016
HI,1,23,2016
HI,1,22,2016
HI,1,21,2016
HI,1,20,2016
HI,1,19,2016
HI,1,18,2016
HI,1,17,2016
HI,2,16,2016
HI,3,15,2016
HI,7,14,2016
HI,6,13,2016
HI,7,12,2016
ID,1,29,2012
ID,1,30,2012
ID,1,31,2012
ID,1,32,2012
ID,1,33,2012
ID,1,34,2012
ID,1,35,2012
ID,1,36,2012
ID,1,37,2012
ID,1,38,2012
ID,2,39,2012
ID,1,40,2012
ID,1,41,2012
ID,1,42,2012
ID,1,43,2012
ID,1,44,2012
ID,1,45,2012
ID,3,46,2012
ID,3,47,2012
ID,2,48,2012
ID,2,49,2012
ID,2,50,2012
ID,4,51,2012
ID,7,52,2012
ID,5,1,2013
ID,7,2,2013
ID,5,3,2013
ID,7,4,2013
ID,5,5,2013
ID,6,6,2013
ID,4,7,2013
ID,3,8,2013
ID,1,9,2013
ID,1,10,2013
ID,1,11,2013
ID,1,12,2013
ID,1,13,2013
ID,1,14,2013
ID,1,15,2013
ID,1,16,2013
ID,1,17,2013
ID,1,18,2013
ID,1,19,2013
ID,1,20,2013
ID,1,21,2013
ID,1,22,2013
ID,1,23,2013
ID,1,24,2013
ID,1,25,2013
ID,1,26,2013
ID,1,27,2013
ID,1,28,2013
ID,1,29,2013
ID,1,30,2013
ID,1,31,2013
ID,1,32,2013
ID,1,33,2013
ID,1,34,2013
ID,1,36,2013
ID,1,35,2013
ID,1,37,2013
ID,1,38,2013
ID,1,39,2013
ID,1,40,2013
ID,1,41,2013
ID,1,42,2013
ID,1,43,2013
ID,1,44,2013
ID,1,45,2013
ID,1,46,2013
ID,1,47,2013
ID,1,48,2013
ID,1,49,2013
ID,1,50,2013
ID,2,51,2013
ID,9,52,2013
ID,10,1,2014
ID,10,2,2014
ID,7,3,2014
ID,3,4,2014
ID,3,5,2014
ID,1,6,2014
ID,1,7,2014
ID,1,8,2014
ID,1,9,2014
ID,1,10,2014
ID,1,11,2014
ID,1,12,2014
ID,1,13,2014
ID,1,14,2014
ID,1,15,2014
ID,1,16,2014
ID,1,17,2014
ID,1,18,2014
ID,1,19,2014
ID,1,20,2014
ID,1,21,2014
ID,1,22,2014
ID,0,23,2014
