state,level,week,year
NV,1,24,2015
NV,1,25,2015
NV,1,26,2015
NV,1,27,2015
NV,1,28,2015
NV,1,29,2015
NV,1,31,2015
NV,1,30,2015
NV,1,39,2015
NV,1,38,2015
NV,1,37,2015
NV,1,36,2015
NV,1,35,2015
NV,1,34,2015
NV,1,33,2015
NV,1,32,2015
NV,1,40,2015
NV,1,41,2015
NV,1,42,2015
NV,1,43,2015
NV,1,44,2015
NV,1,45,2015
NV,1,46,2015
NV,1,47,2015
NV,1,48,2015
NV,2,49,2015
NV,2,50,2015
NV,2,51,2015
NV,3,52,2016
NV,3,1,2016
NV,2,2,2016
NV,3,3,2016
NV,2,4,2016
NV,3,5,2016
NV,5,6,2016
NV,6,7,2016
NV,6,8,2016
NV,7,9,2016
NV,6,10,2016
NV,7,11,2016
NV,3,18,2009
NV,10,17,2009
NV,1,16,2009
NV,1,15,2009
NV,2,14,2009
NV,3,13,2009
NV,2,12,2009
NV,2,11,2009
NV,4,10,2009
NV,5,9,2009
NV,6,8,2009
NV,7,7,2009
NV,5,6,2009
NV,5,5,2009
NV,3,4,2009
NV,2,3,2009
NV,2,2,2009
NV,2,1,2009
NV,3,53,2009
NV,2,52,2008
NV,1,51,2008
NV,1,50,2008
NV,1,49,2008
NV,1,48,2008
NV,1,47,2008
NV,1,46,2008
NV,1,45,2008
NV,1,44,2008
NV,1,43,2008
NV,1,42,2008
NV,1,41,2008
NV,1,40,2008
NV,1,34,2009
NV,1,33,2009
NV,1,32,2009
NV,1,31,2009
NV,1,30,2009
NV,1,29,2009
NV,1,28,2009
NV,1,27,2009
NV,1,26,2009
NV,1,25,2009
NV,1,24,2009
NV,1,23,2009
NV,1,22,2009
NV,4,21,2009
NV,5,20,2009
NV,3,19,2009
NV,10,38,2009
NV,5,37,2009
NV,4,36,2009
NV,3,35,2009
NV,9,39,2009
NV,10,40,2009
NV,10,41,2009
NV,8,42,2009
NV,5,43,2009
NV,4,44,2009
NV,2,45,2009
NV,3,46,2009
NV,4,47,2009
NV,1,48,2009
NV,1,49,2009
NV,1,50,2009
NV,1,51,2009
NV,3,52,2010
NV,1,1,2010
NV,1,2,2010
NV,1,3,2010
NV,1,4,2010
NV,1,5,2010
NV,1,6,2010
NV,1,7,2010
NV,1,8,2010
NV,1,9,2010
NV,1,10,2010
NV,1,11,2010
NV,1,12,2010
NV,1,13,2010
NV,1,14,2010
NV,1,23,2010
NV,1,24,2010
NV,1,25,2010
NV,1,26,2010
NV,1,27,2010
NV,1,28,2010
NV,1,30,2010
NV,1,29,2010
NV,1,15,2010
NV,1,16,2010
NV,1,17,2010
NV,1,18,2010
NV,1,19,2010
NV,1,20,2010
NV,1,22,2010
NV,1,21,2010
NV,1,32,2010
NV,1,31,2010
NV,1,33,2010
NV,1,34,2010
NV,1,35,2010
NV,1,36,2010
NV,1,37,2010
NV,1,38,2010
NV,1,39,2010
NV,1,40,2010
NV,1,41,2010
NV,1,42,2010
NV,1,43,2010
NV,1,44,2010
NV,1,45,2010
NV,1,46,2010
NV,2,47,2010
NV,2,48,2010
NV,3,49,2010
NV,5,50,2010
NV,5,51,2010
NV,6,52,2011
NV,5,1,2011
NV,6,2,2011
NV,6,3,2011
NV,7,4,2011
NV,7,5,2011
NV,7,6,2011
NV,7,7,2011
NV,5,8,2011
NV,7,9,2011
NV,5,10,2011
NV,4,11,2011
NV,5,12,2011
NV,2,13,2011
NV,2,14,2011
NV,1,15,2011
NV,2,16,2011
NV,1,17,2011
NV,1,18,2011
NV,1,19,2011
NV,1,20,2011
NV,1,21,2011
NV,1,22,2011
NV,1,26,2011
NV,1,25,2011
NV,1,24,2011
NV,1,23,2011
NV,1,40,2011
NV,1,39,2011
NV,1,41,2011
NV,1,42,2011
NV,1,38,2011
NV,1,37,2011
NV,1,36,2011
NV,1,35,2011
NV,1,34,2011
NV,1,33,2011
NV,1,32,2011
NV,1,31,2011
NV,1,30,2011
NV,1,29,2011
NV,1,28,2011
NV,1,27,2011
NV,1,43,2011
NV,1,44,2011
NV,1,45,2011
NV,1,46,2011
NV,1,47,2011
NV,1,48,2011
NV,1,49,2011
NV,1,50,2011
NV,1,51,2011
NV,1,52,2011
NV,1,1,2012
NV,1,2,2012
NV,1,3,2012
NV,1,4,2012
NV,2,5,2012
NV,4,6,2012
NV,3,7,2012
NV,3,8,2012
NV,3,9,2012
NV,3,10,2012
NV,4,11,2012
NV,3,12,2012
NV,2,13,2012
NV,2,14,2012
NV,1,15,2012
NV,1,16,2012
NV,1,17,2012
NV,1,18,2012
NV,1,19,2012
NV,1,20,2012
NV,1,21,2012
NV,1,22,2012
NV,1,23,2012
NV,1,24,2012
NV,1,25,2012
NV,1,26,2012
NV,1,27,2012
NV,1,28,2012
NV,8,46,2019
NV,7,47,2019
NV,8,48,2019
NV,6,49,2019
NV,5,50,2019
NV,4,51,2019
NV,4,52,2019
NV,4,1,2020
NV,3,2,2020
NV,3,3,2020
NV,4,4,2020
NV,4,5,2020
NV,4,6,2020
NV,5,7,2020
NV,4,8,2020
NV,4,9,2020
NV,4,10,2020
NV,4,11,2020
NV,3,12,2020
NV,2,13,2020
NV,3,14,2020
NV,2,15,2020
NV,1,16,2020
NV,1,17,2020
NV,1,18,2020
NV,1,19,2020
NV,1,20,2020
NV,1,21,2020
NV,1,22,2020
NV,1,23,2020
NV,1,24,2020
NV,1,25,2020
NV,1,26,2020
NV,1,27,2020
NV,1,28,2020
NV,1,29,2020
NV,1,30,2020
NV,1,31,2020
NV,1,32,2020
NV,1,33,2020
NV,1,34,2020
NV,1,35,2020
NV,1,36,2020
NV,1,37,2020
NV,1,38,2020
NV,1,39,2020
NV,1,40,2020
NV,1,41,2020
NV,1,42,2020
NV,1,43,2020
NV,2,12,2016
NV,2,13,2016
NV,3,14,2016
NV,2,15,2016
NV,1,16,2016
NV,1,17,2016
NV,1,18,2016
NV,1,19,2016
NV,1,20,2016
NV,1,21,2016
NV,1,22,2016
NV,1,23,2016
NV,1,24,2016
NV,1,25,2016
NV,1,26,2016
NV,1,27,2016
NV,1,28,2016
NV,1,29,2016
NV,1,30,2016
NV,1,31,2016
NV,1,32,2016
NV,1,33,2016
NV,1,34,2016
NV,1,35,2016
NV,1,36,2016
NV,1,37,2016
NV,1,38,2016
NV,1,39,2016
NV,1,40,2016
NV,1,41,2016
NV,1,42,2016
NV,1,43,2016
NV,1,44,2016
NV,2,45,2016
NV,1,46,2016
NV,2,47,2016
NV,2,48,2016
NV,4,49,2016
NV,3,50,2016
NV,4,51,2016
NV,4,52,2016
NV,4,1,2017
NV,4,2,2017
NV,3,3,2017
NV,3,4,2017
NV,4,5,2017
NV,4,6,2017
NV,3,7,2017
NV,2,8,2017
NV,2,9,2017
NV,2,10,2017
NV,2,11,2017
NV,1,12,2017
NV,1,13,2017
NV,1,14,2017
NV,1,15,2017
NV,1,16,2017
NV,1,17,2017
NV,1,18,2017
NV,1,19,2017
NV,1,20,2017
NV,1,21,2017
NV,1,22,2017
NV,1,23,2017
NV,1,24,2017
NV,1,25,2017
NV,1,26,2017
NV,1,27,2017
NV,1,28,2017
NV,1,29,2017
NV,1,30,2017
NV,1,31,2017
NV,1,32,2017
NV,1,33,2017
NV,1,34,2017
NV,1,35,2017
NV,1,36,2017
NV,1,37,2017
NV,1,38,2017
NV,1,39,2017
NV,1,40,2017
NV,1,41,2017
NV,1,42,2017
NV,1,43,2017
NV,2,44,2017
NV,2,45,2017
NV,2,46,2017
NV,2,47,2017
NV,2,48,2017
NV,3,49,2017
NV,6,50,2017
NV,7,51,2017
NV,9,52,2017
NV,9,1,2018
NV,7,2,2018
NV,6,3,2018
NV,6,4,2018
NV,8,5,2018
NV,8,6,2018
NV,7,7,2018
NV,5,8,2018
NV,4,9,2018
NV,3,10,2018
NV,4,11,2018
NV,2,12,2018
NV,2,13,2018
NV,1,14,2018
NV,2,15,2018
NV,1,16,2018
NV,1,17,2018
NV,1,18,2018
NV,1,19,2018
NV,1,20,2018
NV,1,21,2018
NV,1,22,2018
NV,1,23,2018
NV,1,24,2018
NV,1,25,2018
NV,1,26,2018
NV,1,27,2018
NV,1,28,2018
NV,1,29,2018
NV,1,30,2018
NV,1,31,2018
NV,1,32,2018
NV,1,33,2018
NV,1,34,2018
NV,1,35,2018
NV,1,36,2018
NV,1,37,2018
NV,1,38,2018
NV,1,39,2018
NV,1,40,2018
NV,1,41,2018
NV,1,42,2018
NV,1,43,2018
NV,1,44,2018
NV,1,45,2018
NV,1,46,2018
NV,2,47,2018
NV,2,48,2018
NV,2,49,2018
NV,3,50,2018
NV,6,51,2018
NV,7,52,2018
NV,5,1,2019
NV,6,2,2019
NV,5,3,2019
NV,5,4,2019
NV,4,5,2019
NV,5,6,2019
NV,5,7,2019
NV,8,8,2019
NV,7,9,2019
NV,6,10,2019
NV,6,11,2019
NV,5,12,2019
NV,4,13,2019
NV,3,14,2019
NV,2,15,2019
NV,1,16,2019
NV,1,17,2019
NV,1,18,2019
NV,1,19,2019
NV,1,20,2019
NV,1,21,2019
NV,1,22,2019
NV,1,23,2019
NV,1,24,2019
NV,1,25,2019
NV,1,26,2019
NV,1,27,2019
NV,1,28,2019
NV,1,29,2019
NV,1,30,2019
NV,1,31,2019
NV,1,32,2019
NV,1,33,2019
NV,1,34,2019
NV,1,35,2019
NV,1,36,2019
NV,1,37,2019
NV,1,38,2019
NV,1,39,2019
NV,1,40,2019
NV,1,41,2019
NV,1,42,2019
NV,1,43,2019
NV,3,44,2019
NV,5,45,2019
NH,2,11,2016
NH,2,10,2016
NH,1,9,2016
NH,1,8,2016
NH,1,7,2016
NH,1,6,2016
NH,1,5,2016
NH,1,4,2016
NH,1,3,2016
NH,1,2,2016
NH,1,1,2016
NH,1,52,2016
NH,1,51,2015
NH,1,50,2015
NH,1,49,2015
NH,1,48,2015
NH,1,47,2015
NH,1,46,2015
NH,1,45,2015
NH,1,44,2015
NH,1,43,2015
NH,1,42,2015
NH,1,41,2015
NH,1,40,2015
NH,1,32,2015
NH,1,33,2015
NH,1,34,2015
NH,1,35,2015
NH,1,36,2015
NH,1,37,2015
NH,1,38,2015
NH,1,39,2015
NH,1,30,2015
NH,1,31,2015
NH,1,29,2015
NH,1,28,2015
NH,1,27,2015
NH,1,26,2015
NH,1,25,2015
NH,1,24,2015
NH,1,23,2015
NH,1,22,2015
NH,1,21,2015
NH,1,20,2015
NH,1,19,2015
NH,1,18,2015
NH,1,17,2015
NH,1,16,2015
NH,1,15,2015
NH,1,14,2015
NH,1,13,2015
NH,1,12,2015
NH,1,11,2015
NH,1,10,2015
NH,1,9,2015
NH,1,8,2015
NH,2,7,2015
NH,2,6,2015
NH,4,5,2015
NH,3,4,2015
NH,4,3,2015
NH,1,2,2015
NH,1,1,2015
NH,1,53,2015
NH,1,52,2014
NH,1,51,2014
NH,1,50,2014
NH,1,49,2014
NH,1,48,2014
NH,1,47,2014
NH,1,46,2014
NH,1,45,2014
NH,1,44,2014
NH,1,43,2014
NH,1,42,2014
NH,1,41,2014
NH,1,40,2014
NH,1,39,2014
NH,1,38,2014
NH,1,37,2014
NH,1,36,2014
NH,1,35,2014
NH,1,34,2014
NH,1,33,2014
NH,1,32,2014
NH,1,31,2014
NH,1,30,2014
NH,1,29,2014
NH,1,28,2014
NH,1,27,2014
NH,1,26,2014
NH,1,25,2014
NH,1,24,2014
NH,1,23,2014
NH,1,22,2014
NH,1,21,2014
NH,1,20,2014
NH,1,19,2014
NH,1,18,2014
NH,1,17,2014
NH,1,16,2014
NH,1,15,2014
NH,1,14,2014
NH,1,13,2014
NH,1,12,2014
NH,1,11,2014
NH,1,10,2014
NH,1,9,2014
NH,1,8,2014
NH,1,7,2014
NH,1,6,2014
NH,1,5,2014
NH,1,4,2014
NH,1,3,2014
NH,1,2,2014
NH,1,1,2014
NH,1,52,2013
NH,1,51,2013
NH,1,50,2013
NH,1,49,2013
NH,1,48,2013
NH,1,47,2013
NH,1,46,2013
NH,1,45,2013
NH,1,44,2013
NH,1,43,2013
NH,1,42,2013
NH,1,41,2013
NH,1,40,2013
NH,1,39,2013
NH,1,38,2013
NH,1,37,2013
NH,1,35,2013
NH,1,36,2013
NH,1,34,2013
NH,1,33,2013
NH,1,32,2013
NH,1,31,2013
NH,1,30,2013
NH,1,29,2013
NH,1,28,2013
NH,1,27,2013
NH,1,26,2013
NH,1,25,2013
NH,1,24,2013
NH,1,23,2013
NH,1,22,2013
NH,1,21,2013
NH,1,20,2013
NH,1,19,2013
NH,1,18,2013
NH,1,17,2013
NH,1,16,2013
NH,1,15,2013
NH,1,14,2013
NH,1,13,2013
NH,1,12,2013
NH,1,11,2013
NH,1,10,2013
NH,1,9,2013
NH,1,8,2013
NH,1,7,2013
NH,1,6,2013
NH,1,5,2013
NH,2,4,2013
NH,5,3,2013
NH,8,2,2013
NH,5,1,2013
NH,5,52,2012
NH,4,51,2012
NH,1,50,2012
NH,1,49,2012
NH,1,48,2012
NH,1,47,2012
NH,1,46,2012
NH,1,45,2012
NH,1,44,2012
NH,1,43,2012
NH,1,42,2012
NH,1,41,2012
NH,1,40,2012
NH,1,39,2012
NH,1,38,2012
NH,1,37,2012
NH,1,36,2012
NH,1,35,2012
NH,1,34,2012
NH,1,33,2012
NH,1,32,2012
NH,1,31,2012
NH,1,30,2012
NH,1,29,2012
NH,1,28,2012
NH,1,27,2012
NH,1,26,2012
NH,1,25,2012
NH,1,24,2012
NH,1,23,2012
NH,1,22,2012
NH,1,21,2012
NH,1,20,2012
NH,1,19,2012
NH,1,18,2012
NH,1,17,2012
NH,1,16,2012
NH,1,15,2012
NH,1,14,2012
NH,1,13,2012
NH,1,12,2012
NH,1,11,2012
NH,1,10,2012
NH,1,9,2012
NH,1,8,2012
NH,1,7,2012
NH,1,6,2012
NH,1,5,2012
NH,1,4,2012
NH,1,3,2012
NH,1,2,2012
NH,1,1,2012
NH,1,52,2011
NH,1,51,2011
NH,1,50,2011
NH,1,49,2011
NH,1,48,2011
NH,1,47,2011
NH,1,46,2011
NH,1,45,2011
NH,1,44,2011
NH,1,43,2011
NH,1,27,2011
NH,1,28,2011
NH,1,29,2011
NH,1,30,2011
NH,1,31,2011
NH,1,32,2011
NH,1,33,2011
NH,1,34,2011
NH,1,35,2011
NH,1,36,2011
NH,1,37,2011
NH,1,38,2011
NH,1,42,2011
NH,1,41,2011
NH,1,39,2011
NH,1,40,2011
NH,1,23,2011
NH,1,24,2011
NH,1,25,2011
NH,1,26,2011
NH,1,22,2011
NH,1,21,2011
NH,1,20,2011
NH,1,19,2011
NH,1,18,2011
NH,1,17,2011
NH,1,16,2011
NH,1,15,2011
NH,1,14,2011
NH,1,13,2011
NH,1,12,2011
NH,1,11,2011
NH,1,10,2011
NH,1,9,2011
NH,1,8,2011
NH,1,7,2011
NH,1,6,2011
NH,1,5,2011
NH,1,4,2011
NH,1,3,2011
NH,1,2,2011
NH,1,1,2011
NH,1,52,2011
NH,1,51,2010
NH,1,50,2010
NH,1,49,2010
NH,1,48,2010
NH,1,47,2010
NH,1,46,2010
NH,1,45,2010
NH,1,44,2010
NH,1,43,2010
NH,1,42,2010
NH,1,41,2010
NH,1,40,2010
NH,1,39,2010
NH,1,38,2010
NH,1,37,2010
NH,1,36,2010
NH,1,35,2010
NH,1,34,2010
NH,1,33,2010
NH,1,31,2010
NH,1,32,2010
NH,1,21,2010
NH,1,22,2010
NH,1,20,2010
NH,1,19,2010
NH,1,18,2010
NH,1,17,2010
NH,1,16,2010
NH,1,15,2010
NH,1,29,2010
NH,1,30,2010
NH,1,28,2010
NH,1,27,2010
NH,1,26,2010
NH,1,25,2010
NH,1,24,2010
NH,1,23,2010
NH,1,14,2010
NH,1,13,2010
NH,1,12,2010
NH,1,11,2010
NH,1,10,2010
NH,1,9,2010
NH,1,8,2010
NH,1,7,2010
NH,1,6,2010
NH,1,5,2010
NH,1,4,2010
NH,1,3,2010
NH,1,2,2010
NH,1,1,2010
NH,1,52,2010
NH,1,51,2009
NH,1,50,2009
NH,1,49,2009
NH,1,48,2009
NH,5,47,2009
NH,8,46,2009
NH,10,45,2009
NH,10,44,2009
NH,10,43,2009
NH,1,42,2009
NH,1,41,2009
NH,1,40,2009
NH,1,39,2009
NH,1,35,2009
NH,1,36,2009
NH,1,37,2009
NH,1,38,2009
NH,1,19,2009
NH,1,20,2009
NH,1,21,2009
NH,1,22,2009
NH,1,23,2009
NH,1,24,2009
NH,1,25,2009
NH,1,26,2009
NH,1,27,2009
NH,1,28,2009
NH,1,29,2009
NH,1,30,2009
NH,1,31,2009
NH,1,32,2009
NH,1,33,2009
NH,1,34,2009
NH,1,40,2008
NH,1,41,2008
NH,1,42,2008
NH,1,43,2008
NH,1,44,2008
NH,1,45,2008
NH,1,46,2008
NH,1,47,2008
NH,1,48,2008
NH,1,49,2008
NH,1,50,2008
NH,1,51,2008
NH,1,52,2008
NH,1,53,2009
NH,1,1,2009
NH,1,2,2009
NH,1,3,2009
NH,1,4,2009
NH,1,5,2009
NH,1,6,2009
NH,1,7,2009
NH,1,8,2009
NH,1,9,2009
NH,1,10,2009
NH,1,11,2009
NH,1,12,2009
NH,1,13,2009
NH,1,14,2009
NH,1,15,2009
NH,1,16,2009
NH,1,17,2009
NH,1,18,2009
NH,2,43,2020
NH,1,42,2020
NH,1,41,2020
NH,1,40,2020
NH,1,39,2020
NH,1,38,2020
NH,1,37,2020
NH,1,36,2020
NH,1,35,2020
NH,1,34,2020
NH,1,33,2020
NH,1,32,2020
NH,1,31,2020
NH,1,30,2020
NH,1,29,2020
NH,1,28,2020
NH,1,27,2020
NH,1,26,2020
NH,1,25,2020
NH,1,24,2020
NH,1,23,2020
NH,1,22,2020
NH,1,21,2020
NH,1,20,2020
NH,1,19,2020
NH,1,18,2020
NH,1,17,2020
NH,1,16,2020
NH,1,15,2020
NH,1,14,2020
NH,1,13,2020
NH,2,12,2020
NH,3,11,2020
NH,6,10,2020
NH,8,9,2020
NH,10,8,2020
NH,10,7,2020
NH,9,6,2020
NH,9,5,2020
NH,7,4,2020
NH,6,3,2020
NH,5,2,2020
NH,4,1,2020
NH,5,52,2019
NH,3,51,2019
NH,2,50,2019
NH,1,49,2019
NH,1,48,2019
NH,1,47,2019
NH,1,46,2019
NH,1,45,2019
NH,1,44,2019
NH,1,43,2019
NH,1,42,2019
NH,1,41,2019
NH,1,40,2019
NH,1,39,2019
NH,1,38,2019
NH,1,37,2019
NH,1,36,2019
NH,1,35,2019
NH,1,34,2019
NH,1,33,2019
NH,1,32,2019
NH,1,31,2019
NH,1,30,2019
NH,1,29,2019
NH,1,28,2019
NH,1,27,2019
NH,1,26,2019
NH,1,25,2019
NH,1,24,2019
NH,1,23,2019
NH,1,22,2019
NH,1,21,2019
NH,1,20,2019
NH,1,19,2019
NH,1,18,2019
NH,1,17,2019
NH,1,16,2019
NH,2,15,2019
NH,3,14,2019
NH,2,13,2019
NH,2,12,2019
NH,2,11,2019
NH,3,10,2019
NH,4,9,2019
NH,4,8,2019
NH,5,7,2019
NH,4,6,2019
NH,4,5,2019
NH,5,4,2019
NH,7,3,2019
NH,8,2,2019
NH,1,1,2019
NH,2,52,2018
NH,1,51,2018
NH,1,50,2018
NH,1,49,2018
NH,1,48,2018
NH,1,47,2018
NH,1,46,2018
NH,1,45,2018
NH,1,44,2018
NH,1,43,2018
NH,1,42,2018
NH,1,41,2018
NH,1,40,2018
NH,1,39,2018
NH,1,38,2018
NH,1,37,2018
NH,1,36,2018
NH,1,35,2018
NH,1,34,2018
NH,1,33,2018
NH,1,32,2018
NH,1,31,2018
NH,1,30,2018
NH,1,29,2018
NH,1,28,2018
NH,1,27,2018
NH,1,26,2018
NH,1,25,2018
NH,1,24,2018
NH,1,23,2018
NH,1,22,2018
NH,1,21,2018
NH,1,20,2018
NH,1,19,2018
NH,1,18,2018
NH,1,17,2018
NH,1,16,2018
NH,1,15,2018
NH,1,14,2018
NH,1,13,2018
NH,1,12,2018
NH,1,11,2018
NH,4,10,2018
NH,9,9,2018
NH,9,8,2018
NH,10,7,2018
NH,10,6,2018
NH,10,5,2018
NH,9,4,2018
NH,7,3,2018
NH,3,2,2018
NH,3,1,2018
NH,1,52,2017
NH,1,51,2017
NH,1,50,2017
NH,1,49,2017
NH,1,48,2017
NH,1,47,2017
NH,1,46,2017
NH,1,45,2017
NH,1,44,2017
NH,1,43,2017
NH,1,42,2017
NH,1,41,2017
NH,1,40,2017
NH,1,39,2017
NH,1,38,2017
NH,1,37,2017
NH,1,36,2017
NH,1,35,2017
NH,1,34,2017
NH,1,33,2017
NH,1,32,2017
NH,1,31,2017
NH,1,30,2017
NH,1,29,2017
NH,1,28,2017
NH,1,27,2017
NH,1,26,2017
NH,1,25,2017
NH,1,24,2017
NH,1,23,2017
NH,1,22,2017
NH,1,21,2017
NH,1,20,2017
NH,1,19,2017
NH,1,18,2017
NH,1,17,2017
NH,2,16,2017
NH,1,15,2017
NH,4,14,2017
NH,1,13,2017
NH,2,12,2017
NH,3,11,2017
NH,2,10,2017
NH,2,9,2017
NH,4,8,2017
NH,3,7,2017
NH,2,6,2017
NH,1,5,2017
NH,1,4,2017
NH,1,3,2017
NH,1,2,2017
NH,1,1,2017
NH,1,52,2016
NH,1,51,2016
NH,1,50,2016
NH,1,49,2016
NH,1,48,2016
NH,1,47,2016
NH,1,46,2016
NH,1,45,2016
NH,1,44,2016
NH,1,43,2016
NH,1,42,2016
NH,1,41,2016
NH,1,40,2016
NH,1,39,2016
NH,1,38,2016
NH,1,37,2016
NH,1,36,2016
NH,1,35,2016
NH,1,34,2016
NH,1,33,2016
NH,1,32,2016
NH,1,31,2016
NH,1,30,2016
NH,1,29,2016
NH,1,28,2016
NH,1,27,2016
NH,1,26,2016
NH,1,25,2016
NH,1,24,2016
NH,1,23,2016
NH,1,22,2016
NH,1,21,2016
NH,1,20,2016
NH,1,19,2016
NH,1,18,2016
NH,1,17,2016
NH,1,16,2016
NH,1,15,2016
NH,1,14,2016
NH,2,13,2016
NH,2,12,2016
NJ,1,29,2012
NJ,1,30,2012
NJ,1,31,2012
NJ,1,32,2012
NJ,1,33,2012
NJ,1,34,2012
NJ,1,35,2012
NJ,1,36,2012
NJ,1,37,2012
NJ,1,38,2012
NJ,1,39,2012
NJ,1,40,2012
NJ,2,41,2012
NJ,1,42,2012
NJ,1,43,2012
NJ,1,44,2012
NJ,2,45,2012
NJ,1,46,2012
NJ,1,47,2012
NJ,3,48,2012
NJ,3,49,2012
NJ,3,50,2012
NJ,8,51,2012
NJ,10,52,2012
NJ,10,1,2013
NJ,10,2,2013
NJ,10,3,2013
NJ,10,4,2013
NJ,10,5,2013
NJ,9,6,2013
NJ,10,7,2013
NJ,6,8,2013
NJ,4,9,2013
NJ,6,10,2013
NJ,6,11,2013
NJ,4,12,2013
NJ,5,13,2013
NJ,3,14,2013
NJ,2,15,2013
NJ,1,16,2013
NJ,1,17,2013
NJ,2,18,2013
NJ,1,19,2013
NJ,2,20,2013
NJ,1,21,2013
NJ,1,22,2013
NJ,1,23,2013
NJ,1,24,2013
NJ,2,25,2013
NJ,2,26,2013
NJ,1,27,2013
NJ,1,28,2013
NJ,1,29,2013
NJ,1,30,2013
NJ,1,31,2013
NJ,3,32,2013
NJ,1,33,2013
NJ,1,34,2013
NJ,1,36,2013
NJ,1,35,2013
NJ,1,37,2013
NJ,1,38,2013
NJ,1,39,2013
NJ,1,40,2013
NJ,1,41,2013
NJ,1,42,2013
NJ,1,43,2013
NJ,1,44,2013
NJ,1,45,2013
NJ,1,46,2013
NJ,1,47,2013
NJ,2,48,2013
NJ,1,49,2013
NJ,1,50,2013
NJ,2,51,2013
NJ,3,52,2013
NJ,7,1,2014
NJ,5,2,2014
NJ,5,3,2014
NJ,4,4,2014
NJ,6,5,2014
NJ,6,6,2014
NJ,6,7,2014
NJ,3,8,2014
NJ,4,9,2014
NJ,4,10,2014
NJ,4,11,2014
NJ,4,12,2014
NJ,5,13,2014
NJ,4,14,2014
NJ,5,15,2014
NJ,4,16,2014
NJ,2,17,2014
NJ,2,18,2014
NJ,3,19,2014
NJ,2,20,2014
NJ,1,21,2014
NJ,3,22,2014
NJ,2,23,2014
NJ,2,24,2014
NJ,1,25,2014
NJ,1,26,2014
NJ,1,27,2014
NJ,1,28,2014
NJ,1,29,2014
NJ,1,30,2014
NJ,1,31,2014
NJ,1,32,2014
NJ,1,33,2014
NJ,1,34,2014
NJ,1,35,2014
NJ,1,36,2014
NJ,1,37,2014
NJ,1,38,2014
NJ,2,39,2014
NJ,1,40,2014
NJ,5,41,2014
NJ,1,42,2014
NJ,1,43,2014
NJ,1,44,2014
NJ,1,45,2014
NJ,1,46,2014
NJ,2,47,2014
NJ,1,48,2014
NJ,2,49,2014
NJ,2,50,2014
NJ,5,51,2014
NJ,8,52,2014
NJ,7,53,2015
NJ,6,1,2015
NJ,5,2,2015
NJ,10,3,2015
NJ,10,4,2015
NJ,6,5,2015
NJ,7,6,2015
NJ,4,7,2015
NJ,7,8,2015
NJ,3,9,2015
NJ,2,10,2015
NJ,3,11,2015
NJ,2,12,2015
NJ,1,13,2015
NJ,1,14,2015
NJ,1,15,2015
NJ,1,16,2015
NJ,1,17,2015
NJ,1,18,2015
NJ,1,19,2015
NJ,1,20,2015
NJ,1,21,2015
NJ,1,22,2015
NJ,1,23,2015
NJ,1,24,2015
NJ,1,25,2015
NJ,1,26,2015
NJ,1,27,2015
NJ,1,28,2015
NJ,1,29,2015
NJ,1,31,2015
NJ,1,30,2015
NJ,1,39,2015
NJ,1,38,2015
NJ,1,37,2015
NJ,1,36,2015
NJ,1,35,2015
NJ,1,34,2015
NJ,1,33,2015
NJ,1,32,2015
NJ,1,40,2015
NJ,1,41,2015
NJ,1,42,2015
NJ,1,43,2015
NJ,1,44,2015
NJ,1,45,2015
NJ,1,46,2015
NJ,1,47,2015
NJ,1,48,2015
NJ,1,49,2015
NJ,1,50,2015
NJ,1,51,2015
NJ,1,52,2016
NJ,1,1,2016
NJ,1,2,2016
NJ,1,3,2016
NJ,2,4,2016
NJ,1,5,2016
NJ,4,6,2016
NJ,5,7,2016
NJ,4,8,2016
NJ,7,9,2016
NJ,10,10,2016
NJ,10,11,2016
NJ,1,18,2009
NJ,1,17,2009
NJ,1,16,2009
NJ,1,15,2009
NJ,1,14,2009
NJ,1,13,2009
NJ,1,12,2009
NJ,1,11,2009
NJ,4,10,2009
NJ,5,9,2009
NJ,9,8,2009
NJ,5,7,2009
NJ,6,6,2009
NJ,5,5,2009
NJ,2,4,2009
NJ,1,3,2009
NJ,1,2,2009
NJ,1,1,2009
NJ,1,53,2009
NJ,1,52,2008
NJ,1,51,2008
NJ,1,50,2008
NJ,1,49,2008
NJ,1,48,2008
NJ,1,47,2008
NJ,1,46,2008
NJ,1,45,2008
NJ,1,44,2008
NJ,1,43,2008
NJ,1,42,2008
NJ,1,41,2008
NJ,1,40,2008
NJ,1,34,2009
NJ,1,33,2009
NJ,1,32,2009
NJ,1,31,2009
NJ,1,30,2009
NJ,1,29,2009
NJ,1,28,2009
NJ,2,27,2009
NJ,7,26,2009
NJ,10,25,2009
NJ,10,24,2009
NJ,9,23,2009
NJ,1,22,2009
NJ,3,21,2009
NJ,1,20,2009
NJ,1,19,2009
NJ,2,38,2009
NJ,2,37,2009
NJ,1,36,2009
NJ,1,35,2009
NJ,1,39,2009
NJ,3,40,2009
NJ,6,41,2009
NJ,10,42,2009
NJ,10,43,2009
NJ,10,44,2009
NJ,10,45,2009
NJ,10,46,2009
NJ,10,47,2009
NJ,5,48,2009
NJ,6,49,2009
NJ,4,50,2009
NJ,3,51,2009
NJ,3,52,2010
NJ,1,1,2010
NJ,2,2,2010
NJ,2,3,2010
NJ,1,4,2010
NJ,1,5,2010
NJ,1,6,2010
