week,temp,dewp,hum
1,27.85,19.9375,71.82340733173433
2,42.68571428571429,35.557142857142864,75.72294649644304
3,34.97142857142857,23.842857142857145,63.5217554401711
4,17.12857142857143,7.728571428571429,66.02972753773496
5,34.6,28.05714285714286,76.7646155481525
6,27.828571428571426,20.87142857142857,74.79818958367228
7,32.75714285714286,24.271428571428572,70.65071326600952
8,28.12857142857143,20.02857142857143,71.28300342875526
9,31.24285714285714,25.014285714285712,77.45657490293696
10,35.528571428571425,23.014285714285712,60.01152347159609
11,37.542857142857144,27.014285714285712,65.4620404846409
12,31.12857142857143,19.885714285714283,62.701449688498855
13,38.18571428571429,27.72857142857143,65.73605634312277
14,41.12857142857143,18.885714285714283,40.456717106251986
15,60.4,45.057142857142864,56.913783464724844
16,57.442857142857136,42.285714285714285,56.902230020503595
17,53.42857142857143,33.44285714285714,46.53021712669043
18,61.471428571428575,41.45714285714286,47.73701199077309
19,59.814285714285724,48.58571428571429,66.3782599653296
20,62.5,46.62857142857143,56.0785811237176
21,62.38571428571429,50.871428571428574,65.97956000911107
22,71.91428571428573,57.17142857142857,59.76865724808825
23,64.91428571428571,54.04285714285714,67.85456214934057
24,68.8142857142857,60.199999999999996,74.02769990309676
25,72.35714285714286,58.45714285714286,61.66396816471871
26,73.37142857142858,64.75714285714285,74.45449535380313
27,75.44285714285715,66.95714285714286,74.9776294028681
28,72.87142857142858,64.77142857142856,75.75598967988722
29,77.8,70.21428571428571,77.53604674601834
30,67.77142857142857,59.82857142857143,75.7203167866891
31,67.64285714285714,57.471428571428575,69.9024778687331
32,70.28571428571429,61.385714285714286,73.42118306383671
33,66.34285714285714,55.58571428571429,68.29833927708151
34,70.42857142857143,61.142857142857146,72.43949881610875
35,74.05714285714285,67.11428571428571,78.96048665221088
36,66.21428571428571,55.314285714285724,67.9307603454501
37,66.5,59.27142857142858,77.56152773921536
38,61.64285714285713,53.84285714285715,75.55488877427214
39,58.85714285714285,47.51428571428572,65.9808196597743
40,68.07142857142857,61.04285714285715,78.24593280177552
41,57.699999999999996,48.17142857142857,70.49252801739507
42,54.42857142857143,48.75714285714286,81.112695767219
43,42.885714285714286,31.114285714285707,62.89678401016909
44,51.07142857142857,40.74285714285714,67.64308393773476
45,45.54285714285714,29.571428571428566,53.385863023212025
46,41.95714285714286,28.571428571428573,58.775133893814434
47,39.82857142857142,25.942857142857143,57.274590123636806
48,30.157142857142862,19.685714285714287,64.66619682728336
49,40.357142857142854,32.52857142857143,73.4097026096222
50,28.228571428571424,18.24285714285714,65.77163698673797
51,40.89999999999999,31.585714285714285,69.20319064385194
52,34.00000000000001,22.542857142857144,62.522691636678275
