week,temp,dewp,hum
1,35.075,26.200000000000003,69.77924825030017
2,46.71428571428572,38.41428571428572,72.69942255778973
3,37.800000000000004,24.742857142857144,58.98278720581238
4,42.614285714285714,29.185714285714287,58.765303174068194
5,48.34285714285715,34.871428571428574,59.46490468383313
6,48.785714285714285,39.94285714285714,71.39226418936386
7,44.05714285714286,29.385714285714283,56.0631729672002
8,40.957142857142856,29.1,62.42257042940395
9,40.542857142857144,28.47142857142857,61.8226163985989
10,51.557142857142864,34.642857142857146,52.289723806527974
11,53.94285714285714,36.128571428571426,50.81197426105047
12,45.4,34.699999999999996,65.98734911363717
13,51.142857142857146,37.6,59.68213759984835
14,55.24285714285713,41.185714285714276,59.0546226778845
15,60.5,46.77142857142858,60.51306135975103
16,64.6,49.14285714285715,57.25243891898353
17,56.942857142857136,43.800000000000004,61.39851405004308
18,59.67142857142857,47.27142857142858,63.507863400530574
19,66.31428571428572,52.800000000000004,61.757666259999574
20,73.29999999999998,60.8,64.93788173627829
21,71.52857142857142,61.92857142857143,71.74849104257943
22,75.82857142857144,64.9,68.921132046499
23,72.81428571428572,60.3,64.84723799267513
24,83.22857142857143,69.38571428571429,63.13231290483136
25,80.68571428571428,69.45714285714286,68.73090852320408
26,84.8142857142857,67.51428571428572,56.258614022884856
27,78.38571428571427,58.785714285714285,51.02993963711886
28,84.60000000000001,66.81428571428572,55.29453704658829
29,81.57142857142856,69.58571428571427,67.07092911473752
30,79.92857142857143,69.28571428571429,70.04064053909755
31,82.58571428571429,72.8142857142857,72.41483649734379
32,83.91428571428571,73.78571428571429,71.67908350910294
33,74.75714285714287,65.14285714285714,72.03584374533423
34,80.94285714285715,68.92857142857143,66.93525941194206
35,84.74285714285713,70.54285714285713,62.5500611190414
36,81.15714285714286,64.85714285714285,57.74579496070986
37,80.2,63.171428571428564,56.16580323691378
38,76.01428571428572,62.128571428571426,62.15482375350605
39,72.75714285714285,59.51428571428572,63.180021741273166
40,72.62857142857143,64.05714285714285,74.49718874844523
41,66.28571428571429,54.57142857142857,65.95639710034001
42,57.64285714285713,49.35714285714287,73.83775845657294
43,54.471428571428575,43.24285714285715,65.73772919395607
44,60.471428571428575,51.371428571428574,71.91933457022367
45,54.357142857142854,45.4,71.66850541934066
46,53.47142857142857,39.142857142857146,58.19178119817202
47,48.4,31.942857142857143,52.77376197144514
48,39.17142857142857,27.014285714285716,61.41929191578931
49,39.028571428571425,33.9,81.6707018982914
50,32.07142857142857,26.842857142857145,80.8052463279551
51,46.18571428571429,37.25714285714286,70.87293166683905
52,35.785714285714285,27.65714285714285,72.04119522257025
