week,temp,dewp,hum
1,26.450000000000003,19.9,75.96616807982687
2,35.342857142857135,26.71428571428572,70.52425129320363
3,33.871428571428574,21.657142857142855,60.5402483374774
4,34.31428571428571,22.900000000000002,62.67799873170654
5,35.4,25.328571428571426,66.44028319121425
6,42.17142857142857,31.200000000000006,64.87110604844318
7,34.885714285714286,22.77142857142857,60.93793375752634
8,28.14285714285714,19.357142857142858,69.22988345365802
9,28.942857142857147,25.671428571428574,87.39989927892383
10,40.714285714285715,32.300000000000004,71.73807023415473
11,45.65714285714286,29.928571428571427,53.933558698296245
12,37.142857142857146,26.457142857142856,64.98800770259827
13,45.62857142857143,33.51428571428571,62.39494813575626
14,45.44285714285714,35.07142857142857,66.86036951978656
15,48.1,38.442857142857136,69.0863538142489
16,44.58571428571429,31.728571428571428,60.421846735742015
17,48.771428571428565,38.84285714285714,68.43379963891827
18,53.48571428571429,39.771428571428565,59.602856993458374
19,59.114285714285714,46.785714285714285,63.60882965801642
20,69.34285714285714,54.77142857142858,59.8022998939601
21,64.51428571428572,53.57142857142857,67.63226674120608
22,69.02857142857142,57.34285714285715,66.34580156261299
23,67.32857142857144,54.22857142857142,62.830678331122236
24,79.44285714285715,58.9,49.48946881448012
25,78.28571428571429,60.857142857142854,55.118181079908126
26,80.48571428571428,60.285714285714285,50.251351850890025
27,75.51428571428572,49.12857142857143,39.43825113828004
28,84.25714285714287,60.89999999999999,45.451865497226855
29,74.64285714285714,63.528571428571425,68.34670016922108
30,75.08571428571429,62.714285714285715,65.4443597426558
31,74.67142857142856,66.05714285714285,74.57444357818255
32,73.72857142857143,65.2,74.7101175573547
33,70.98571428571428,62.41428571428571,74.34444435288101
34,78.5142857142857,61.5,55.96431801478132
35,81.47142857142856,60.728571428571435,49.43431357284126
36,78.24285714285715,55.528571428571425,45.59400244494098
37,74.62857142857142,57.22857142857142,54.66516094624284
38,68.97142857142856,54.557142857142864,60.09660646056335
39,68.12857142857143,47.17142857142857,47.05856733813807
40,65.48571428571428,47.34285714285714,51.893961799908574
41,61.24285714285714,40.357142857142854,46.11912791663228
42,47.72857142857142,38.0,68.8509662036747
43,49.04285714285714,34.27142857142857,56.56148074769208
44,50.45714285714286,40.52857142857143,68.62779153210033
45,48.04285714285714,36.22857142857143,63.46101422763979
46,44.542857142857144,29.042857142857148,54.27020977754137
47,37.45714285714286,24.442857142857143,59.0393208762758
48,33.457142857142856,23.8,67.35550444352072
49,25.357142857142858,15.314285714285715,65.23723553602314
50,27.414285714285718,16.17142857142857,62.19236163602599
51,35.285714285714285,22.142857142857142,58.410716067949274
52,28.071428571428573,21.699999999999996,76.7002260375744
