week,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1,74.19068376521918,53.4549620964594,55.79466480748435,39.07458969573124,63.067349318470534,57.58357040135239,59.99974006366443,52.77338426391378,64.93634702218071,54.48308930540878,77.04351072674984,76.56009528438327,68.51676620535069,68.55163542449438,72.03869705143738,59.457173344578884,60.2574986224305,61.69439272307814,64.33915561026303,49.321086548171074,71.46446646696235,76.0100475765792,76.88093424770122,59.37966988516335,60.05216056519721,59.207390422839616,49.29342208187536,74.80767311435105,68.39747252416817,68.38639751983638,54.229865534184164,42.28235439484185,54.666529680951655,65.25726323327613,69.1698121956742,51.83288617368,76.88997312008195,59.926109479631386,60.71754937366629,51.49675076765086,66.21868031965522,54.60329996288184,49.53448529719578,68.56047989383369,50.445746714506676,70.92498633919743,78.34444050773439,75.1590956199985,62.566462919209684,57.70570324786726
2,73.59293611989175,72.51726593801129,70.20130730267255,62.054544281465816,75.46490450734585,69.08794304717038,70.57525256694015,71.06291915135333,76.33635186801531,78.31326600477121,73.61960054500716,86.56026191181961,79.61482838546452,79.62308337954917,79.03435733431337,69.94843118362665,74.16343071186219,72.44172204421511,73.84519575013043,67.65527395728013,77.12112720297112,83.98285081707068,86.00572819168802,73.77142598708991,74.78891000825476,62.537408755333026,75.23527592227343,79.95384676664882,74.3564968735716,76.38436171670739,67.83844877412751,47.922773380172565,64.99151527982772,71.05771509927118,74.52360580280552,63.87589728606493,82.74289865070911,69.45396687372791,72.67480882168826,79.87530791906421,71.20816359555708,72.08245278140954,55.394923533691426,73.43377956662391,70.91695662825019,72.19574844063241,85.77890875966763,87.50625838598606,69.56386320719595,64.94870213070186
3,80.16830480651352,62.80997608447538,62.02685704353606,32.94027587729023,55.37250742470393,63.509017479392135,62.23233285249583,72.33151532641108,68.84707899066893,68.26700926238736,62.63013916688237,73.39908359495314,75.37611801025353,66.84931310475004,69.94853871452621,65.87776775638719,65.93353548598246,71.33579801293891,66.7105304324226,62.907922001545344,69.63801143076249,75.49934489362298,71.33888455838975,62.60848314482515,67.42023660750617,66.05221116329216,65.61067365319583,73.33022298140493,71.6775609360038,65.27757781985015,64.42551941445285,42.495157605634304,55.911811908822,66.35331578487869,70.23941749771889,59.28721616524382,80.69009489720273,69.38991909778298,62.033675962162654,66.72494894455096,69.53402619813983,59.748142167817754,60.277086381674735,66.78962936008618,65.20261842680807,66.76033690932805,79.7526176563371,73.0560953848413,69.35764375897575,67.85390578423579
4,75.77606101660865,66.45812436778598,68.42723657338267,49.897096957145855,73.37568868666565,61.1625606068984,53.021703489285834,58.00239405846757,73.41159856807352,62.92678405329459,67.86368850143494,75.21271594924526,71.33885118543466,62.6911943346642,64.74098743871444,58.34420898559741,61.16411261850678,80.92705128817306,57.88746823883586,48.50618563032865,62.6669798466228,72.3268752447536,72.30002936822082,58.38875028109065,71.9813228434455,66.6696064358628,56.57349685643631,73.23529331464809,68.14819379909031,61.71551479939675,49.7272737551581,45.166558611380346,64.08467160365335,59.28173209879905,63.76021177073984,63.36146936629397,68.03128324769216,55.5771941443365,55.19047179361968,57.28570211563712,67.00409430976063,61.977366044585715,74.50084385491789,74.29844515314096,56.642503383200705,64.41505645173791,68.70187083982279,71.0016144691307,62.199759778780965,66.14039091030408
5,74.96829561603246,61.52120643161589,67.65259568321244,50.67286651901553,71.40112054268094,57.993380626906756,59.93656738553919,62.521937389382884,65.71316122179343,60.70245257850825,72.5411219635355,75.60755520059605,75.31130720588459,72.99614261267659,72.10230869388946,58.26851380833562,64.16110549244566,71.21908007281287,65.48334465960083,61.04048476454209,66.13984756874544,77.38913052322063,73.29202574869471,64.90725978737068,70.85151202708965,64.67803550410028,52.7236735416368,71.96964079443063,66.81031859138321,65.35855809690614,60.88316368594069,39.250201062864214,55.801788537305384,67.95534433643866,70.5695345523193,53.39489660784404,83.10677616713023,66.72123026001917,61.41465857624392,54.51738698107714,63.83309615566796,62.69382577027577,53.92947794415536,67.21264815904216,56.98172533816732,71.55410478376272,83.09467026323595,72.8363339797518,64.90258411863853,60.493465296879684
6,67.37888293441145,62.40474875090167,66.217187521711,53.944718517847136,60.843545260433146,61.803094263473426,82.96802226241823,71.17513343677409,70.73024093276833,63.24810698762203,76.21962897328524,83.81882372509342,75.43470980736355,78.45984319749574,78.989554584335,67.4413091428951,68.86553339396345,63.755682440804264,84.59308665571477,66.28812256956382,83.79801272242628,82.94199332833965,79.80553550934572,72.54218365743326,62.58925179840293,66.47706045636653,58.28787026171413,77.19232198455299,73.8652608480758,84.28340280944603,73.95107816011924,39.4568081828831,50.992403564830006,81.23371151651297,77.4894134467763,58.67052432336626,79.87951422511058,78.41948868738945,80.43569980300072,58.517770104956426,73.68478383492315,63.203225294304715,51.46781241013593,66.75744547475058,61.05430160083621,82.08810441212387,81.22688665603147,79.84276071259283,71.18519936805781,66.13826844873199
7,74.45033276216193,62.298882278377285,73.00390392975946,46.77153732902283,55.76656159800304,65.3687577228317,57.793209309655474,61.713872929389886,68.20055482271884,61.2437997754496,71.21636227857346,75.94755150813673,73.66188847989821,72.55549874176936,73.23623206014845,64.94919144144072,67.87406008617172,75.81132423684461,61.25976405273744,59.90508202450738,68.10925552541819,73.61559597013466,69.88300146487661,71.30570591535026,70.1755891627473,69.55062194260182,57.668109123419505,76.19483448346615,70.4025422290697,65.11647274740983,59.43245524358159,42.277201833625675,47.430650599516994,64.59062079359599,70.97272958548055,69.0499849316127,76.14220703489285,67.82644782093766,57.142475650432864,59.33055497790357,73.13598936331098,61.55529012685174,65.28461924294085,66.78943598697967,57.90183514307285,66.99387549320193,78.32487034489512,68.2161406226644,63.56341211210374,67.29725704382987
8,77.04352267354845,66.68948683284053,69.28890471932002,52.265178090091716,74.59713479701854,61.833426667724275,60.9201092958696,70.23716211109323,72.20490228992561,67.47245244202902,71.4891224287493,75.48121830066106,76.1678918693342,71.89937526575814,72.82596705998427,67.03291130431182,69.14985121158462,72.76300167359311,64.34563451899436,63.397645317414295,64.45366111290737,69.1435374025569,70.48370265649815,69.85001987657894,70.3735657383607,67.36338403597969,62.69933878393911,74.80776173087128,65.22784063853004,65.04005997741424,62.003490693761684,45.133725937567995,59.22059229412066,65.00474018218952,75.14484865253222,69.95195404607873,77.27898464732004,68.47331037862847,61.36828630198777,62.73642691303669,69.63262441499755,63.412849026941224,63.11334939015738,73.43726114133283,66.33896696680347,64.3129882342885,75.74014001220695,69.36163285802087,73.18486886211339,63.52553764492129
9,68.19467236916124,61.871566773477014,62.28554387827189,33.517526919876396,63.056948147657316,53.15330361427002,62.130583503735295,58.80879847869511,63.32985475283014,58.83829671177679,70.21773413901906,80.92908330494004,76.38185772558124,72.28373089670754,71.60877904118313,57.63907006218784,67.15534585882186,68.62097367745777,66.14705492370264,55.78814039020002,70.31583559359001,72.22779916745314,73.61425666537924,64.17955202458884,70.15246410624478,68.35320643964846,52.562423499867975,77.69019376964005,64.39467275111765,66.15284799213218,57.14666559626096,32.217667625870014,46.67288204490777,67.27574587551094,73.17769744324728,55.816724376301956,75.65588049201655,66.49222288133475,64.03415971464729,53.07637555691695,68.53855117447182,62.79805590024629,52.60720819327886,64.88656818863682,56.27840167102571,68.53723678662885,75.54247114350703,69.86254722379654,71.7237807761835,62.759196205094575
10,76.09154965360659,64.65336905112441,73.29259082844924,24.400858835148203,49.61834820238975,55.16686702482967,69.33493978487246,68.35526466982307,69.4713091711217,64.94305684197052,69.63748691662083,70.97850318993758,67.8090275140578,71.68946318979923,73.04449249389249,56.23911043422547,73.2828307063249,73.02017040487775,71.64128766227958,65.75092869349163,73.48082403113324,66.29112889078439,66.00185573731106,64.72970099721405,71.88581122146634,62.26173588980026,65.14647478927517,70.56770348337933,60.25220196462296,72.28822239760426,66.6057994423852,37.08372850529428,33.288490034802734,70.65515635899527,75.53365878921772,60.14576131723635,69.47455505085058,69.86018162383634,70.44420733053484,64.69023092584102,63.16127375686115,66.1943239784528,53.845765166359904,51.71696269799573,66.64055905516375,68.38906737898887,70.05529712968232,61.549122873674634,67.4076870124525,60.17385868480446
