week,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1,76.69817496574701,83.31625713954108,83.13400155505343,65.27139614601495,59.054527388224315,72.26270256764198,59.4675524991117,67.90533414207177,84.0759982880433,83.8138078713395,68.34136402091082,74.66103956827395,77.43099762090185,78.0273497113144,76.07573763095263,71.91313820272727,75.64793984421475,86.66159332610403,60.49456809630662,65.00146844042986,57.79064596355868,74.76678630186997,72.52169953044736,75.2961782705157,84.20052845774399,72.7909029247772,77.69453747659014,72.79389474619045,72.73417886301769,63.48998893616935,65.58678989596696,72.7225297185392,48.30029310001032,66.28060322467884,71.60122185299774,81.78122313469707,76.14662435510715,65.11409775823738,56.22041587929315,78.84989652686859,71.72980657704505,80.28691209998209,83.27362315580051,66.91476090147422,70.57902737752536,63.31990326149396,82.21631602983464,72.92289069982809,63.629563372632106,74.79711085380465
2,77.7245219625114,53.07112527560775,55.23138160509803,51.866408641805364,63.4554620042105,71.83504039346876,50.622113170169456,49.93388550087693,68.47673540314494,52.32887247492491,66.34975545270065,70.75491585512925,85.13873537468523,62.888171750428064,66.49699211856512,59.125158539092226,53.60136019841486,60.313022978186645,55.66804507326051,46.65785665004707,58.6875413946377,70.30494682513893,68.19316271216934,54.32887394265892,56.46048646594896,75.48693914893181,47.20978010855218,66.88364058571658,67.92827333424992,59.93767533489139,50.15868281667905,67.36016323940356,57.09660260520812,57.553287519219076,62.541070590131035,56.177825863931254,84.35371268244208,55.67080609773137,52.28805776824984,45.50662559761161,67.92618981773643,53.03697749400486,63.50468133042064,76.63091260980538,45.708102858677385,59.72568418799845,90.16013175692494,65.2807343411659,54.510491123088215,77.35835757185613
3,81.78040435485288,75.2464680415967,63.939624939819936,58.501801369684465,70.19148094113251,64.69411386358101,59.95393573577328,69.6544965536145,81.5458020589437,82.76570976395256,72.44485666368577,74.82696411056814,84.32391731677927,75.20199545932745,76.4649221926578,53.690358351810204,72.23124242894794,76.22307757218692,67.02107749591764,67.59802346269409,64.67002759905981,74.65173964062845,77.1359554976314,60.58122051870547,75.29312358417191,72.27281690511026,80.37043113003226,76.18260414935794,64.45322852506982,66.7134880120266,62.02453984426987,65.512100642823,59.041258862252754,66.172765387128,73.2641181889987,56.83388252285428,83.6602811414092,65.08735498611249,60.178707693424386,78.22659729193819,69.12853662484092,71.60057941653906,68.1412394495509,79.56254029364753,74.89328799228524,66.56360059949428,85.81186129030242,74.1368294656322,70.4249376371467,69.8067724402312
4,79.05250100706567,63.50390537285115,59.44820874196107,37.64226147325464,62.014178698892145,61.60885747731842,60.457169595122025,77.55684102442625,71.55173853682643,62.141749453558035,76.0948940507369,82.23748827615405,82.52738502737884,79.77050025650036,80.16045151091949,58.264892546112044,69.85893619385159,70.41004759963016,64.89922238436866,73.65088732513397,62.13923577826103,78.8179430671936,82.73227853593272,63.65993037769555,65.81980832371175,68.13369166115778,62.669844895293046,81.52052944965098,66.33967441517335,66.20416176580153,67.28373842049965,58.202730700375966,43.562233207459926,69.63206744562329,79.62370985606337,58.438418071208545,80.2682795408858,76.80700615164366,62.22719049961122,55.97326787127072,70.69369449608244,61.233701300630386,66.8182966070243,62.70373721445937,69.49878237224182,73.00322458807314,87.27513224478464,80.40823366345526,75.17399040133476,65.74151801547093
5,74.13719260021568,59.82450752358874,60.4249248042861,65.27307872144361,66.82698196792921,62.69932110978723,57.967081238751014,56.95193404985724,62.6912910271475,59.67937135551007,72.43298228161717,81.7270085924432,80.61304437973807,76.93543187425416,72.64075341761001,59.793495016992026,66.2157886158852,63.0068707662691,63.97122028030143,57.57479460594811,64.32201667047921,70.92099927155816,78.21665504299331,67.03879267948193,60.71688912376798,68.96338089614379,52.866866253299406,77.54741881764906,66.87886890895639,60.66294166254647,56.59862904032393,63.556771681533974,63.957366967933595,64.60994611889734,75.5362323902198,58.22990660600355,81.43344876528487,65.2456079771584,59.93129090619283,51.318635960916545,68.42371985169642,61.8244841884173,59.0309746727883,74.4811838513257,54.95981827767418,62.443230902697934,88.2770928993462,75.18588896306802,70.73364631749838,68.1854579735306
6,68.64888614249661,59.302263140040886,62.91167169580435,46.6806287717737,68.87605241878319,48.04226446022438,66.52462349177316,54.79428192426978,68.97165268319264,57.95692804400997,69.74585090460535,80.27407739470232,73.14120580128007,73.2899727650687,71.39839410205235,58.76909266495703,56.816456320183136,69.10532909778306,68.14037057434443,51.43730938840017,66.36679783584745,73.12588681067238,72.9171952640792,65.12289516968136,62.550166588689784,65.89496682832011,49.63000007842122,74.5660529546386,66.95679745894701,69.26909572719306,61.54763686811986,46.26402048548019,47.9166507763841,71.1758208790813,66.46199655461314,65.15544014021603,81.26312930303583,61.48572355670533,63.22736751664068,49.05945802737293,67.2328944800839,54.969023509406995,69.22817440843816,50.674211849576565,46.05617901044753,70.93816825891726,86.47958407685222,70.37191431813716,54.04153480929728,57.191847807272175
7,73.7197941140471,54.509305566402425,53.84005762476906,37.23625175007279,56.04662838827855,50.85430916738779,62.8692411256645,63.91290080747122,65.40643228468545,56.15912701742422,68.68320279219772,71.19946256268891,72.16213843778037,67.16500680793388,68.77386588790303,57.667688791136605,63.475670011149575,61.19916692384623,70.83619450602146,59.29034343634157,63.6584120906701,71.15481722993148,70.80136285075396,59.2413671195531,55.09690979407418,69.83893172173292,54.74460376930832,76.63909328147551,64.58065586323536,69.10725345407232,61.70818443917867,45.643280015452454,42.147403144681114,71.6697074034559,69.94610053090415,55.768253845892666,76.9696341378702,67.1704304629135,66.79100942357714,50.003319247905466,69.80524144705866,57.27312286392714,58.630123210167376,50.71167866220998,57.021786998644345,70.9742700760726,83.69899428078584,67.48136160041638,68.63635663486336,60.409919729569225
8,79.89354958255805,58.444725989485256,68.91628281739459,32.56795833447778,67.69864078259783,59.480092417817275,56.00606089405283,57.62055865110876,60.18362040702369,56.55380546590395,73.19679318448253,64.22912933188054,57.68518534748437,68.12992603295133,67.99834825495316,63.10639281778278,69.09907942884914,68.50273184175387,61.095240552792035,55.3760078745252,58.32379437757746,67.49818453864478,67.49742004467372,66.97722955342151,63.447263342760465,65.72097416683852,55.59528726248139,71.68047290946302,64.15319635264841,60.19063186720111,55.29149045766018,39.4548897417983,33.01421123867612,62.11159022781848,68.80437772353368,67.72534524027904,61.97190523823642,60.58405649989446,58.81554583133431,53.049040633639144,65.03316083662153,70.95046233157635,67.57533467035961,40.97282009105059,56.971540162347786,61.125187449934906,67.62730473777448,64.30285828348067,66.34534739749577,66.39766446860538
9,80.0599956398063,73.51399580606656,70.58938981409554,47.63843661959322,58.503491281631696,74.95843945484191,54.339412330905894,60.33075654094817,82.41135296411547,80.82217520616263,73.84347741606709,67.63515585454066,50.99786265452717,67.3926460156467,67.07423262591081,63.26669773556945,62.226129634102925,78.29048333279485,55.25195954665501,57.01336955895545,50.976562945907574,64.0853781488254,61.36771408810549,61.60687699598113,75.2834543436601,62.82282857160597,74.03781382472523,67.35943299580319,61.23672457764359,51.88827650362165,52.24915557727781,70.08305940585312,40.976358177961906,58.17575856265296,62.8169984763913,71.0286584741355,58.97658485743434,54.65262731823506,55.314097075019504,75.96274004241755,60.76281421532853,66.38247826592057,79.15642852017102,52.00222545589615,64.20059892501105,54.58954957879053,64.52218634154079,57.19381980892611,57.43875544846656,67.36276522144857
10,78.23525883407038,70.9961085362922,72.32075157729564,41.15406987640685,52.27473071153136,61.35624824504694,61.47639639638219,71.70192717060985,77.47131618811315,71.62028095284961,72.42152914136959,68.9710765582635,48.90503175658496,70.43384459731949,69.665749162032,54.36665647183058,70.12116348117314,72.65639059974832,61.5718024839275,66.83321973998568,51.278031518550435,66.400452375259,66.1565613989834,58.68761613568461,72.12687439411366,51.644668862517975,66.49868017672401,65.03425168783575,50.694885060306405,54.982722463298614,65.35754471325426,54.21794833928558,42.3608809261493,66.71835273515529,69.24371202514003,68.33811509363085,59.04505447256657,68.47354300597537,64.98811159950888,66.40551854190352,57.92884423351637,70.22572838619224,73.29681172681678,60.25719573707154,66.7270201287896,57.79004996999189,59.20395215780704,61.69683599738278,69.38518481970162,60.51046967960272
