week,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1,2.1111911785363118,43.24545454545454,41.109444444444435,49.61428571428571,48.209820261437905,24.63265700483092,28.96666666666667,37.27777777777777,57.73186582809224,43.87650793650793,71.75454545454545,21.73251133786848,27.417592592592587,31.022857142857127,29.536904761904758,33.192222222222235,34.7,48.279694444444466,27.92160493827161,37.491358024691365,18.28592592592593,25.828830579850983,13.72439024390244,34.427350427350426,43.667449494949494,26.138562091503267,41.54277777777779,13.821212121212124,25.962068965517243,21.594444444444445,32.95982905982906,37.28584656084657,34.377777777777766,27.110714285714288,30.523976608187127,42.24107744107745,36.814975845410636,31.17350427350427,30.29888888888889,44.62666666666666,22.320987654320987,38.56296296296296,49.21498214285715,24.17057823129252,38.03625192012288,19.553968253968254,36.517731481481476,19.223629712301587,31.819047619047623,23.80978835978837
2,-0.6911082251082226,57.154870129870126,48.078571428571436,46.83296703296704,47.92303854875285,22.718831168831173,42.71269841269841,51.18571428571429,67.92847985347986,57.78489795918368,71.51194805194805,28.99714285714286,26.942857142857147,42.79918367346938,44.29183673469388,36.25214285714286,48.530769230769224,58.66484962406015,42.285714285714285,49.16666666666666,36.58877551020408,38.26190476190476,23.67282229965157,40.03736263736264,55.57207792207792,25.808403361344546,54.65518925518928,17.90779220779221,28.61625615763547,36.72428571428571,46.72747252747252,37.22857142857143,34.809090909090905,43.63367346938776,45.881954887218036,46.19653679653679,37.52981366459628,45.103846153846156,44.56571428571429,57.27904761904761,24.992857142857147,50.56904761904763,55.364995189995206,25.85433673469388,50.94285714285715,38.73877551020409,36.89714285714286,31.02982142857143,47.11428571428571,21.019841269841272
3,14.528390731292514,40.56805194805195,33.75714285714285,42.572527472527476,46.316235294117654,14.346103896103894,30.820634920634927,35.128571428571426,60.54006410256411,40.99836734693877,70.46493506493508,9.255782312925168,20.76309523809524,22.273877551020412,22.088775510204076,25.115714285714287,27.926923076923078,44.66266666666666,29.49523809523809,34.6015873015873,21.241836734693887,21.4610119047619,1.327526132404182,23.43186813186813,39.897619047619045,18.331932773109237,37.05741147741148,2.3142857142857145,17.425615763546794,24.142857142857146,33.39010989010989,27.72675736961451,29.63636363636364,28.12204081632652,24.601503759398494,33.99090909090909,30.772049689440998,29.040659340659328,32.145714285714284,39.86571428571428,10.535714285714283,33.1,42.355,19.117346938775512,34.05529953917051,22.204081632653065,32.74666666666667,10.410267857142859,27.989795918367353,14.520634920634913
4,13.194919913419914,40.58441558441557,31.374999999999996,47.256043956043946,46.65542800453514,21.027922077922078,25.82698412698413,29.207142857142852,61.039285714285704,41.23910204081633,71.1220779220779,10.549092970521539,14.292857142857144,21.10816326530612,19.891836734693875,26.295,26.943956043956042,44.63885714285715,24.603968253968247,30.34417989417989,12.093197278911559,15.571130952380953,4.278048780487806,24.9021978021978,39.03051948051947,12.478991596638654,35.69458333333333,5.158441558441559,17.520197044334974,18.297142857142852,27.389010989011,35.066607142857144,32.59350649350649,22.455102040816325,21.190225563909774,32.660606060606064,26.91915113871636,23.42582417582417,26.94857142857143,39.43142857142858,11.818253968253973,31.590476190476192,44.23685714285713,21.58571428571429,31.233179723502307,17.32414965986395,25.233333333333334,5.684375000000001,24.112244897959183,8.870000000000003
5,3.7054545454545456,46.30383116883116,42.27,45.29450549450549,45.12925490196079,23.018944099378878,34.3079365079365,39.06428571428572,62.795558608058606,46.97428571428572,70.20649350649352,21.183673469387752,25.15357142857143,29.850204081632658,29.784693877551017,33.93071428571429,36.59340659340659,51.65523809523811,33.54444444444445,37.9936507936508,25.464285714285715,24.882142857142853,11.845470383275266,33.086813186813195,46.143073593073595,11.640336134453785,45.561071428571424,4.64025974025974,23.566009852216755,28.00142857142857,35.320879120879134,37.93142857142858,32.94805194805195,30.962244897959184,31.207518796992478,43.79532467532466,33.50496894409937,32.20197802197802,35.65999999999999,48.23047619047618,16.240476190476187,40.63333333333333,54.0298,24.60586734693877,40.947465437788026,25.269387755102038,32.825714285714284,18.344196428571426,34.79183673469388,18.5478835978836
6,-3.629092970521541,56.2187012987013,48.57226190476191,45.42197802197803,48.047383753501386,22.12422360248447,36.45238095238096,48.15714285714286,68.77864468864469,56.472789115646236,72.16363636363639,21.883673469387745,27.439285714285717,36.452653061224474,36.77244897959184,32.30357142857143,47.44505494505495,59.096,34.364550264550275,46.790476190476205,23.50816326530612,26.18511904761905,14.077857142857141,36.02417582417583,55.75844155844155,18.165546218487393,54.811785714285705,7.492207792207793,23.60985221674877,29.72571428571429,41.970329670329654,38.874285714285705,35.92597402597403,33.967959183673464,39.41052631578947,44.566883116883105,37.06583850931678,39.48296703296704,36.63000000000001,56.95428571428571,16.195238095238093,51.02619047619047,57.689571428571426,25.788520408163265,51.317972350230406,29.48775510204081,38.476190476190474,20.15491071428571,43.90816326530612,18.995634920634924
7,7.900429000428997,50.02754329004329,40.635714285714286,51.563736263736246,50.80062358276643,29.05714285714287,28.012698412698413,35.27857142857143,63.273288409703504,51.3517006802721,71.73441558441556,13.24705215419501,29.647619047619052,24.94163265306122,24.496938775510202,30.792142857142853,34.49670329670329,55.99000000000001,26.95317460317461,32.93015873015872,18.651020408163266,15.952678571428578,8.207317073170731,26.437362637362643,49.412987012987024,27.48921568627451,45.697261904761895,9.18961038961039,24.69655172413793,20.355714285714285,30.034065934065932,42.80999999999999,39.21818181818182,23.141224489795924,25.675187969924806,38.507070707070696,37.452173913043474,25.12417582417583,29.885714285714286,51.54380952380952,17.749206349206354,41.94285714285714,55.43226551226554,29.239285714285717,38.50345622119816,17.369387755102036,39.084761904761905,10.495535714285717,31.273469387755103,25.32619047619048
8,20.54358000858,50.92337662337663,39.71071428571428,51.87912087912088,49.69833333333336,29.232298136645962,31.655555555555548,36.6857142857143,67.9962443845463,51.85591836734692,72.03766233766234,11.183673469387752,28.447619047619053,23.785306122448983,23.010204081632647,29.35928571428572,33.66098901098901,55.764285714285705,30.725396825396825,35.69777777777778,23.377551020408163,18.080654761904768,5.772125435540071,25.87142857142857,48.92987012987014,25.49831932773109,46.75757142857143,4.803896103896103,24.861740558292283,24.22714285714286,34.06373626373626,43.44489795918367,41.3987012987013,27.257653061224488,23.951879699248124,38.41717171717172,38.72919254658385,28.647802197802196,32.72571428571429,51.299047619047634,15.727777777777774,41.87142857142858,55.550360750360745,31.578231292517014,39.805299539170505,22.80816326530612,39.245714285714286,9.315178571428572,30.948979591836732,26.315873015873017
9,9.66674957482993,49.77811688311689,47.804571428571435,58.439560439560445,53.63603174603176,35.959006211180125,29.098412698412698,37.41428571428572,61.83679245283018,49.19632653061224,71.92597402597404,28.303514739229023,34.43928571428571,34.264489795918365,30.865102040816325,43.08571428571428,38.06373626373626,57.61642857142858,28.595238095238088,37.201587301587296,22.102040816326536,23.341964285714287,20.741811846689888,39.778021978021975,51.99047619047619,33.59915966386555,44.435952380952365,24.05064935064935,37.783251231527096,23.102857142857143,33.13956043956044,48.762585034013604,46.43636363636363,25.21875000000001,29.157894736842103,49.65627705627705,42.0807453416149,28.566483516483522,30.98,48.68857142857142,32.21666666666666,44.87619047619048,59.55613275613278,37.16836734693878,40.60414746543779,20.173469387755095,43.47619047619048,22.43035714285714,31.030612244897963,32.19126984126984
10,22.80336336336336,51.83380952380953,40.260714285714286,52.1,53.32121315192743,27.275155279503107,40.36825396825397,49.15714285714286,66.03876909254271,54.68897959183674,72.58441558441558,20.069795918367344,31.084523809523805,31.665306122448982,31.483673469387757,31.954999999999995,38.1952380952381,51.11928571428571,39.16031746031746,46.555555555555564,29.634693877551022,23.638690476190487,10.261324041811848,31.46593406593407,47.63766233766234,30.08319327731093,53.004880952380965,11.690909090909093,27.839408866995072,32.385714285714286,44.12857142857143,38.27482993197278,42.477922077922074,35.11663265306123,33.02205513784461,38.385714285714286,39.68757763975155,39.35494505494506,41.817142857142855,55.65619047619048,21.685714285714287,44.44285714285714,50.15365560365564,33.384948979591854,49.26877880184332,32.087755102040816,41.957619047619055,15.983035714285714,40.95510204081632,26.473015873015875
