week,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1,21.522819548872185,44.65798654244306,34.458695652173915,41.308928571428574,44.70285052910055,15.204166666666666,28.95833333333333,36.4,63.61228813559321,47.87847222222224,72.7022727272727,14.367187500000002,15.108653846153848,23.577331349206354,23.78571428571429,25.06895833333333,31.445192307692302,47.47717391304349,27.16118421052632,36.847727272727276,13.678611111111113,21.7405612244898,7.158803986710963,26.71160714285714,43.18177083333334,21.442500000000006,42.84374999999999,10.426041666666666,21.999856321839086,19.1875,32.722321428571426,26.805745341614898,25.421875,25.73541666666666,25.98,33.246484374999994,30.298000000000005,29.688293650793646,29.877142857142854,47.57343750000001,17.86273148148148,36.15892857142857,41.75380507343125,10.794642857142858,38.80234375000001,16.533928571428568,33.403869047619054,11.630859375,30.617857142857147,14.945833333333333
2,19.066739766081874,60.297987012987,47.549896480331256,40.88537414965986,43.366185185185174,18.273214285714285,36.51904761904762,43.61904761904761,70.14079903147699,58.88952380952381,73.5,29.512103174603173,20.478021978021978,39.36977513227513,39.90408163265307,35.277857142857144,48.72967032967034,61.13763975155278,36.478195488721816,42.780519480519466,27.204444444444448,36.138483965014586,23.534617940199343,40.03367346938775,58.464434523809516,21.24428571428572,50.8078231292517,18.538095238095238,26.753201970443353,29.474025974025977,39.785714285714285,32.407453416149075,28.34642857142857,36.547761904761906,41.84428571428571,43.109562211981576,32.43885714285714,38.23968253968253,39.02857142857143,56.327678571428564,24.585714285714282,52.236734693877565,51.92614152202938,16.831887755102038,46.33179723502305,29.66530612244898,34.13697916666666,28.546875,42.31836734693877,18.363492063492068
3,14.689108723135268,47.399740259740256,35.97204968944099,40.54489795918367,44.46925925925926,16.017857142857142,36.88095238095238,42.2,65.45492332526233,55.408571428571435,71.63874458874459,25.454761904761895,9.649450549450547,29.635317460317463,29.642857142857146,32.959404761904764,35.06923076923077,45.14285714285714,36.764661654135324,42.14415584415585,25.510476190476194,24.25014577259475,13.4577519379845,31.360204081632656,41.88482142857143,23.97642857142857,48.645578231292525,14.5,27.62906403940887,29.30779220779221,38.964285714285715,29.417391304347824,23.555952380952377,33.60103174603175,32.43928571428572,36.73778801843318,26.292,36.06772486772487,38.60857142857143,55.14732142857142,23.130952380952376,38.632653061224474,43.34417000445037,8.533163265306124,43.32964285714286,27.68163265306123,30.015401785714282,18.945982142857144,36.979591836734706,15.850793650793655
4,11.68450292397661,48.94934782608696,40.18819875776399,54.52499999999999,52.0940291005291,30.699999999999992,18.447619047619053,23.609523809523807,61.39675544794189,47.196734693877545,72.2818181818182,14.904761904761909,23.413186813186808,22.5271164021164,19.336734693877553,32.855714285714285,26.621978021978027,56.792857142857144,17.412781954887222,24.94675324675325,6.1466666666666665,12.115451895043734,2.3270431893687715,28.329591836734696,49.883035714285704,25.11357142857143,34.10119047619047,4.161904761904762,25.857142857142858,10.432467532467534,19.60204081632653,44.73850931677017,38.47142857142857,13.284857142857144,17.763571428571428,41.27235023041474,34.001619047619045,17.11005291005291,19.276,42.035714285714285,15.361904761904762,35.569387755102035,57.24065420560752,21.377551020408163,28.699776785714285,6.5,33.567410714285714,7.799107142857142,19.812244897959186,28.807142857142857
5,12.36063909774436,51.775403726708056,47.57888198757762,47.67755102040818,49.559301587301576,27.15178571428571,32.953968253968256,38.433333333333344,63.40460048426149,51.340544217687075,71.63896103896104,21.900892857142857,30.064835164835163,34.730555555555554,32.599489795918366,35.652142857142856,39.821978021978026,58.316149068323,32.13654135338345,38.19480519480519,23.443809523809534,25.030563654033045,11.196013289036543,37.7204081632653,53.00446428571429,23.385714285714283,45.77517006802722,7.821428571428572,27.819704433497538,25.576623376623374,34.85,39.22111801242236,39.73333333333333,30.884365079365075,33.56071428571428,46.117895545314894,38.68685714285714,33.156172839506176,34.12,49.43482142857143,18.94047619047619,44.363265306122436,57.19759679572767,27.291326530612245,41.866964285714296,23.73877551020408,39.88419642857143,17.48169642857143,35.20204081632653,22.914285714285718
6,14.960193452380953,52.30308488612836,47.770807453416154,50.88918367346939,47.59931746031745,30.427976190476183,25.942857142857143,33.56666666666667,64.40121065375303,51.07142857142857,72.05584415584414,29.482142857142854,30.441758241758237,35.09404761904761,32.125510204081635,41.94428571428572,40.458241758241755,58.8212215320911,25.019147869674182,34.27922077922078,12.857142857142856,20.160932944606422,18.289700996677748,40.10102040816327,53.97053571428572,30.71142857142857,43.52619047619048,20.964285714285708,35.83596059113301,18.011688311688317,29.13285714285714,43.1639751552795,40.819047619047616,21.88942857142857,30.017142857142854,48.92857142857143,39.07708333333333,27.482010582010574,26.029285714285717,48.73571428571427,28.959523809523805,45.17755102040815,60.08477088948786,27.53392857142857,38.81908482142857,14.985714285714282,39.6796875,18.754464285714292,31.571428571428577,26.726984126984128
7,11.640386904761911,48.300993788819866,42.75714285714286,46.520408163265294,50.337243386243394,24.396428571428572,33.717460317460315,39.68571428571429,63.30363196125908,49.570938775510214,71.62857142857143,28.11666666666667,31.01978021978022,34.1563492063492,32.09285714285714,34.870714285714286,38.14615384615385,52.006211180124225,32.98421052631579,39.7935064935065,27.42825396825397,26.009620991253637,18.2547065337763,36.574489795918375,47.858928571428564,30.13642857142858,44.64047619047618,22.092857142857145,30.146305418719226,28.085714285714282,36.579421768707476,36.3909090909091,38.44761904761905,31.654285714285717,31.733571428571434,40.701382488479275,41.68457142857142,33.648677248677245,34.39857142857143,48.15178571428571,26.030952380952378,42.31836734693878,50.45080862533697,25.894642857142852,42.1078125,28.012244897959185,41.4967261904762,21.174107142857142,35.026530612244905,21.613650793650788
8,6.361632653061223,50.45207039337475,39.46459627329193,46.472448979591825,47.53549206349207,24.014880952380953,30.867460317460324,35.647619047619045,65.44866828087167,49.13006802721088,71.69350649350649,19.838194444444444,28.74373626373627,29.08333333333334,28.98775510204082,27.985714285714284,35.6010989010989,55.76397515527951,30.741353383458648,35.27748917748918,26.235555555555553,24.77784256559768,12.673809523809526,29.345918367346936,50.30535714285713,25.35083333333333,41.32244897959184,10.680952380952384,22.365517241379308,26.279220779220786,32.571428571428584,39.20129870129871,38.16190476190476,27.65238095238095,29.06142857142857,38.81290322580645,37.05657142857143,29.310052910052907,31.049285714285716,45.35982142857142,16.773809523809522,41.7326530612245,54.587939474855396,28.4780612244898,38.514732142857135,24.253061224489798,38.69904761904762,20.841517857142858,31.82040816326531,21.193650793650797
9,12.226477033291195,46.14596273291925,38.59089026915114,49.90204081632653,53.711566137566145,26.452976190476193,36.91719576719577,39.97142857142857,61.33094430992736,46.43102040816326,72.24805194805194,26.300000000000008,31.893406593406606,32.47063492063492,32.498979591836736,31.753571428571423,36.57435897435898,50.02546583850931,36.205263157894734,39.23636363636364,30.83,27.513994169096218,21.551303854875282,31.285714285714285,45.66875,34.25571428571429,41.71598639455783,23.432539682539684,29.857142857142854,33.17792207792208,37.69489795918367,38.503138528138535,42.873809523809534,33.352539682539685,32.02928571428571,38.15161290322581,42.40714285714285,34.04391534391534,38.02857142857143,45.37857142857143,26.65158730158731,39.83469387755103,49.83190921228304,29.874489795918368,39.20892857142857,31.79591836734694,43.468303571428564,24.73080357142857,32.88367346938776,26.699206349206356
10,24.14796343537415,50.39105590062112,49.30372670807454,55.50816326530612,51.46882825040128,33.55357142857143,36.11746031746031,39.68571428571428,57.91491525423728,48.84408163265307,71.98571428571428,29.27261904761905,33.324175824175825,37.2388888888889,35.25306122448979,41.62714285714286,40.008791208791216,57.349068322981346,35.070676691729325,39.9987012987013,32.94761904761905,29.34169096209913,24.474564459930313,40.229591836734684,52.425,26.040714285714284,42.79319727891156,19.858333333333334,33.88669950738916,32.459740259740265,37.481632653061226,48.23636363636364,46.18571428571428,33.595595238095235,35.71285714285714,49.935023041474636,39.359006211180116,36.29497354497353,35.222857142857144,46.52589285714285,27.41746031746032,44.385714285714286,59.09114374721853,37.61785714285715,40.13459821428571,31.31632653061225,40.40829493087558,26.607589285714287,36.051020408163254,29.972222222222218
11,13.987429414243564,53.89366459627328,51.44161490683229,64.0173469387755,58.06096296296298,40.961904761904776,38.15396825396825,42.885714285714286,62.14673123486681,55.907346938775504,70.44025974025975,29.701785714285712,43.082417582417584,37.61626984126985,36.90408163265307,44.001428571428576,44.32087912087911,57.60372670807453,36.87756892230578,43.9116883116883,31.77841269841269,30.005199222546164,20.047038327526128,41.11224489795918,54.30892857142857,36.57142857142857,52.08843537414965,17.276190476190475,37.590640394088666,32.857142857142854,40.69285714285714,52.79565217391304,55.522619047619045,34.926857142857145,37.56285714285714,51.31981566820277,47.609316770186346,38.41587301587301,37.21542857142858,56.71160714285714,29.675396825396813,50.45102040816328,60.120160213618156,47.47219387755103,47.32321428571429,31.28775510204082,47.92488479262674,25.434821428571425,40.951020408163274,39.690476190476204
12,11.624690265486725,55.217267080745344,43.71304347826086,63.254081632653076,56.202814814814786,31.80476190476191,33.819047619047616,38.82380952380953,67.80096852300242,53.79312925170069,71.88181818181819,25.205357142857146,32.17994505494506,33.11666666666666,31.364285714285714,35.92071428571429,38.495787545787536,62.972670807453426,32.33533834586467,38.86493506493506,26.560952380952376,26.541399416909627,17.24738675958188,34.63367346938776,56.027678571428574,24.880000000000006,43.796258503401354,11.565476190476188,30.413300492610844,28.562337662337665,36.50663265306122,49.948447204968936,50.792857142857144,30.80940476190476,31.692857142857147,44.09631336405529,40.06028571428571,32.73015873015873,34.16285714285713,49.5,21.131746031746033,45.453061224489794,61.75200267022699,39.28639455782314,39.77767857142858,26.877551020408163,40.08801843317971,21.449553571428567,34.155102040816324,25.512698412698413
13,13.726162840136054,50.233561076604566,48.39378881987575,65.44285714285715,58.92949206349206,39.40833333333333,42.398412698412706,42.98095238095239,59.8325262308313,51.18591836734693,72.27012987012986,37.20595238095239,42.790549450549435,40.21666666666667,38.46326530612246,44.66023809523809,40.739560439560435,55.001863354037276,41.13070175438597,42.83376623376623,37.52777777777778,36.72536443148688,31.629616724738675,42.7204081632653,50.38229166666667,36.59857142857143,45.19149659863945,22.35833333333333,40.00344827586206,38.179220779220785,42.570238095238096,52.50496894409938,56.89404761904761,39.09211822660099,38.45392857142857,51.87596006144394,50.164952380952364,39.51481481481482,41.930952380952384,49.23839285714287,34.484126984126966,44.2938775510204,59.138050734312436,48.06326530612245,42.741964285714296,36.67142857142858,49.14377880184331,34.162499999999994,38.16734693877551,36.01111111111112
14,20.50168141592921,57.146894409937886,52.119254658385096,67.61428571428571,59.226063492063496,45.81369047619048,41.046031746031744,45.00952380952381,69.13307506053269,57.68938775510205,71.65454545454544,40.21130952380953,49.00238095238095,46.28253968253969,44.047959183673456,47.76228571428571,48.77472527472528,59.92132505175982,39.949624060150384,45.022077922077926,33.92190476190476,34.848104956268216,30.92026713124274,49.14591836734694,56.58035714285714,44.450714285714284,51.201020408163274,29.151190476190482,46.72266009852218,36.77142857142857,43.81530612244899,56.555279503105574,58.12500000000001,38.26896825396826,42.67690476190475,50.52119815668203,51.28628571428571,40.888888888888886,39.75714285714285,56.157142857142865,40.05714285714286,51.36530612244898,60.72130618602578,52.0309693877551,47.36026785714285,34.90204081632653,51.92442396313365,34.31250000000001,42.61224489795917,44.64206349206349
