week,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1,5.17186090225564,45.838863636363634,43.20815217391304,50.52678571428573,50.021435185185204,28.12708333333333,33.08611111111111,37.208333333333336,55.13032738095236,45.35729166666667,72.6727272727273,29.909375000000008,28.780769230769234,35.201190476190476,32.82142857142857,37.3575,36.674862637362644,52.77717391304349,31.723552631578947,37.631980519480535,21.8975,28.88163265306123,24.170348837209307,38.40803571428571,47.19921875000001,31.07925170068028,41.63290816326529,26.594791666666666,32.49956896551724,25.16363636363637,34.23392857142857,37.75163043478261,38.12395833333333,29.939107142857146,31.883749999999992,42.778991596638654,37.55116666666665,31.732605820105814,34.377500000000005,44.953125,30.41111111111111,40.11607142857143,51.1129005340454,28.477380952380948,38.58467741935485,22.95714285714286,38.62096774193548,25.72533482142857,32.71071428571428,24.952777777777772
2,1.5782861432861464,49.397532467532464,40.327329192546586,47.06734693877552,48.49054160125589,25.53392857142857,32.39365079365079,37.376190476190466,60.73442292171104,50.4287037037037,71.96103896103897,25.14821428571429,24.64945054945055,30.025793650793656,28.909183673469386,33.04928571428571,35.403296703296704,51.38136645962732,31.161904761904754,37.414935064935065,19.01047619047619,27.97638483965014,21.70199335548172,31.32857142857143,48.845535714285724,26.640816326530608,44.18989547038329,23.770238095238096,30.19556650246306,23.864935064935068,34.72637362637362,34.75527950310559,35.35,29.332571428571423,29.645,38.79033613445378,34.11114285714285,31.826984126984115,33.885714285714286,49.25803571428572,27.05,41.655102040816324,46.787443845462704,26.534065934065932,39.20967741935483,22.310204081632648,33.00921658986175,25.25098214285714,31.991836734693884,24.615873015873017
3,-0.16614502164502193,54.62775974025974,45.43105590062111,49.84795918367347,46.35905285191,32.67757936507937,26.566666666666666,34.62380952380952,62.52849071832123,51.70081632653061,74.9090909090909,16.870833333333334,29.297802197802202,29.945238095238093,28.090476190476192,30.162142857142854,38.016483516483504,62.416024844720496,26.17669172932331,35.32987012987013,13.498095238095233,20.337026239067054,7.179069767441861,32.02142857142857,55.73214285714285,11.300680272108846,44.134285714285724,3.6952380952380963,21.204926108374387,18.0012987012987,29.97472527472528,45.223602484472046,38.9952380952381,23.475793650793648,28.457857142857147,41.964845938375355,37.60628571428572,27.74109347442681,28.385714285714286,48.785714285714285,11.703968253968252,44.55918367346937,57.861563342318036,32.89010989010989,38.72772657450078,14.967346938775512,30.215514592933946,12.728125,32.81836734693878,24.05873015873016
4,-4.809367283950618,56.56545454545455,44.985714285714295,50.46938775510204,52.26216117216118,28.24642857142857,38.890476190476186,44.62857142857143,67.45254237288135,55.43265306122448,73.73333333333333,29.01488095238095,30.03516483516484,35.63630952380952,34.83877551020408,37.73285714285715,41.98681318681319,57.931573498964795,38.83082706766917,43.012987012987004,30.00984126984128,30.878134110787173,22.393687707641202,37.406122448979595,55.23526785714286,29.40108843537415,49.807781649245065,23.391666666666666,31.367487684729056,33.14805194805195,41.63186813186813,40.47701863354036,39.52380952380953,36.64388888888889,36.09357142857142,43.909103641456575,38.74285714285714,37.697001763668425,40.188571428571436,53.08660714285714,27.115873015873017,46.85918367346939,53.20632300089846,30.501098901098903,46.04976958525346,32.624489795918365,37.0741935483871,26.2625,42.385714285714286,26.31190476190476
5,6.788822629969418,56.60116883116884,52.911180124223606,50.17204081632654,50.70079539508112,29.26140873015873,38.07460317460318,43.180952380952384,67.00508474576269,55.85959183673471,72.17999999999998,35.85714285714287,29.713186813186816,43.842857142857135,41.31530612244898,42.789285714285725,48.37252747252746,61.7165320910973,35.178947368421056,43.93506493506493,19.692380952380955,32.98425655976676,28.86223698781837,46.627551020408156,57.57232142857143,30.89795918367348,49.44564459930313,29.767142857142854,35.867980295566504,27.709090909090904,40.53296703296702,40.070186335403726,39.82738095238094,34.64912698412699,40.34142857142856,50.07836134453783,39.77199999999999,38.378306878306866,37.79142857142858,54.59910714285714,33.52222222222221,51.2,58.238418862690715,31.95164835164835,46.537327188940075,26.19183673469388,39.91105990783411,30.50625,41.77142857142857,25.36507936507936
6,25.64769197769197,46.49722943722945,37.45540372670807,54.46938775510204,53.68934850863421,24.57440476190476,33.75873015873016,36.180952380952384,62.65242130750607,46.86326530612246,71.27571428571426,21.930952380952377,31.494505494505486,29.894047619047623,29.33401360544218,28.19928571428572,33.269230769230774,48.9608695652174,32.94661654135339,36.7225974025974,23.57142857142857,25.49125364431486,16.19700996677741,30.1969387755102,44.822321428571435,20.95374149659864,39.82529616724738,12.716666666666667,19.58669950738916,27.859740259740263,34.596703296703296,36.41801242236024,43.76666666666667,30.30190476190476,28.440000000000005,34.980672268907554,41.30114285714286,31.551675485008808,34.794285714285714,44.429464285714296,16.996031746031743,37.740816326530606,45.24257454383624,34.941758241758244,36.70599078341015,25.140816326530608,41.57419354838709,21.724553571428572,29.393877551020413,19.788095238095234
7,22.32416454081633,51.665064935064926,43.61428571428571,48.89897959183674,48.96803767660911,28.405952380952385,36.97619047619047,40.466666666666654,64.9326876513317,52.02034013605442,72.95571428571428,30.31369047619048,30.8912087912088,35.6186507936508,34.61224489795918,36.03083333333333,39.82637362637364,55.64111801242234,35.40526315789472,41.163636363636364,27.11276190476191,30.645189504373178,25.45553709856034,37.622448979591844,50.94678571428572,27.47006802721089,46.13379790940765,25.872619047619047,29.914285714285718,31.28831168831169,38.24725274725275,39.22370600414079,39.464285714285715,34.431238095238086,34.61000000000001,42.71799719887953,37.881142857142855,35.80070546737214,37.50857142857143,50.39464285714285,29.163492063492054,44.453061224489794,52.86504672897195,33.18571428571428,42.78556067588326,30.918367346938773,38.936866359446995,28.774999999999995,37.35102040816327,24.269841269841265
8,13.235835421888053,56.22889610389611,50.85962732919256,54.479591836734684,53.439037153322886,31.032738095238106,37.73968253968255,44.63333333333333,66.71269572235674,55.69411764705882,73.095670995671,32.23392857142857,32.55824175824176,39.03730158730159,36.258163265306116,42.910357142857144,43.68241758241757,59.581366459627326,36.86766917293233,44.723376623376616,28.879047619047604,30.09358600583089,25.78936877076412,43.248979591836736,55.55625000000001,28.872108843537422,49.48178571428571,23.694047619047623,35.61921182266009,31.69350649350649,41.303296703296695,44.368322981366475,44.220238095238095,34.7679761904762,36.70857142857143,49.092436974789905,40.54342857142857,38.474074074074075,38.62285714285714,53.427678571428565,29.059523809523807,48.90816326530613,57.08199821984865,34.33406593406594,45.63824884792627,29.83061224489796,41.26866359447006,29.10580357142857,40.259183673469394,26.54603174603175
9,4.304658944658944,62.11324675324675,56.66133540372671,51.704081632653065,49.693631606488744,30.005357142857147,37.2968253968254,46.49047619047619,71.36502463054191,61.40068027210884,72.64441558441558,31.77738095238095,29.838461538461537,42.90238095238093,41.22551020408163,43.90142857142857,50.77912087912088,65.12819875776398,35.292481203007505,47.28441558441558,23.31523809523809,31.76681243926142,24.430564784053157,45.2734693877551,61.78303571428572,25.230612244897962,54.49708333333332,17.79285714285714,34.15123152709359,28.648051948051954,42.12714285714286,43.452173913043474,40.244047619047606,35.84571428571428,40.85071428571429,53.32268907563026,36.714285714285715,40.138095238095225,37.794285714285714,60.05178571428571,25.03809523809524,55.830612244897964,62.06884546271339,33.0076923076923,49.96866359447007,28.726530612244897,37.958525345622114,29.883482142857147,44.493877551020404,23.865873015873014
10,6.1724916457811165,58.21701298701298,54.627329192546576,55.170408163265286,53.27053439153438,38.6434523809524,39.83968253968254,44.742857142857154,67.88448275862068,57.03755102040815,71.26212121212122,41.46309523809524,36.91318681318682,45.82757936507935,44.07448979591836,48.355,47.70989010989011,63.13416149068322,38.24436090225565,45.274025974025975,30.260952380952386,36.848882410106896,31.45149501661129,49.15204081632653,58.957142857142856,38.389115646258524,48.842595818815354,33.06666666666667,44.23152709359606,33.422077922077925,42.801020408163254,44.547826086956526,45.82261904761905,37.49190476190475,41.77952380952381,53.030672268907566,41.43085714285714,40.60000000000001,39.79142857142858,54.43125,40.65238095238096,51.8734693877551,57.74350244770808,40.13824175824176,45.773732718894,31.8,41.977419354838716,36.87499999999999,42.310204081632655,35.970588235294116
11,5.6928049289891405,68.66766233766235,68.56521739130436,60.1091836734694,52.94483068783067,48.82857142857142,49.33968253968254,56.038095238095245,71.4887931034483,68.10489795918369,72.42207792207792,61.51071428571429,40.88351648351648,65.06826719576718,64.15204081632652,63.47928571428571,64.85824175824175,71.75496894409939,46.883458646616546,58.92337662337662,38.50704761904762,54.81690962099123,52.871760797342205,66.35918367346939,69.05660714285713,44.19591836734693,62.98257839721254,49.17440476190475,57.979802955665036,43.8844155844156,53.01020408163265,55.75465838509317,53.084523809523795,51.140952380952385,61.09642857142857,66.60913865546219,41.813142857142886,56.581657848324525,46.397142857142846,66.16071428571428,54.99219576719578,66.2265306122449,69.30643079661772,51.458241758241755,61.51336405529954,45.28163265306123,41.207834101382495,56.06026785714285,59.289795918367346,48.32436974789916
12,8.191085124315213,69.41707792207794,62.19078674948239,56.40102040816327,52.10228042328042,43.272619047619045,57.15396825396826,58.7047619047619,73.66133004926104,69.27551020408164,72.80571428571429,61.264285714285705,40.96483516483517,66.28055555555554,66.64897959183672,54.79571428571429,66.68351648351647,67.65227743271221,56.70526315789475,61.187012987013,51.08666666666666,59.95189504373179,54.59335548172756,61.24489795918368,68.06607142857143,39.13673469387755,65.30348432055749,48.424603174603185,53.69655172413793,55.62727272727273,58.70204081632653,50.19068322981365,51.457142857142856,57.16857142857143,65.06714285714287,56.70756302521009,40.57257142857143,60.06560846560847,55.234285714285704,68.03839285714285,51.52460317460318,66.18367346938776,63.618802848242105,46.43736263736264,63.83179723502305,55.37551020408164,40.64700460829493,60.35513392857143,63.47551020408165,42.889915966386546
13,19.693414115646256,68.91532467532467,69.07888198757763,65.20714285714287,54.17211640211639,54.023214285714296,43.358730158730154,49.542857142857144,72.42610837438423,68.10163265306123,72.63142857142857,56.55059523809525,44.5032967032967,59.6,53.64489795918367,66.65785714285713,62.00549450549451,70.97080745341614,40.25187969924812,51.75844155844156,32.15714285714286,40.043440233236154,45.01827242524918,67.46326530612245,69.9375,47.54897959183674,62.144483159117286,46.92103174603175,61.957635467980296,36.23246753246753,46.69897959183673,62.30621118012422,54.157142857142865,40.80126984126984,49.331071428571434,69.00735930735932,45.412000000000006,46.03333333333333,42.105714285714285,67.40357142857142,55.946031746031764,66.57142857142857,71.05603026257232,51.57582417582418,57.38986175115207,34.8,45.706912442396316,43.29367559523809,52.553061224489795,50.7546218487395
14,20.63753476611884,67.15366883116883,64.39341614906833,62.72517006802722,53.95187301587303,44.97083333333333,47.32380952380953,52.69047619047621,73.65,67.38959183673471,73.67792207792208,55.01130952380951,39.24615384615385,58.28690476190477,55.29591836734696,56.76714285714285,61.07032967032968,70.37701863354036,43.38872180451127,53.93181818181818,37.89619047619047,44.0408163265306,48.82093023255813,59.69285714285714,66.76160714285714,40.251020408163264,59.34627177700349,47.86666666666667,53.42118226600986,40.52077922077922,50.60408163265306,54.38198757763975,49.66666666666668,43.92047619047619,50.082142857142856,61.75630252100841,42.360436507936505,48.651851851851866,45.917142857142856,65.34196428571428,50.84698412698413,64.38163265306123,70.07839341344014,45.315384615384616,56.16129032258064,39.11632653061225,43.87258064516128,46.23571428571428,51.98367346938776,41.65798319327731
15,30.30432539682541,64.00551948051951,63.91304347826087,62.82270408163265,53.87504761904761,48.82916666666665,51.85555555555555,55.485714285714295,71.96330049261087,62.85820408163264,72.61515151515152,50.43035714285714,48.609890109890095,53.61206349206349,51.51428571428572,58.400714285714315,54.676923076923096,71.41739130434782,50.04661654135339,55.41818181818182,44.994285714285716,45.961807580174934,43.6970099667774,56.78367346938776,66.18035714285715,44.263265306122456,56.96271777003483,42.26904761904762,50.43349753694582,46.851948051948064,54.130612244897954,58.7304347826087,53.14880952380952,48.679365079365084,49.131428571428565,65.16400560224092,48.058914285714295,49.83597883597884,50.61714285714286,61.158928571428575,45.45092592592593,58.46326530612246,71.79425901201606,49.65494505494505,55.40414746543778,45.955102040816314,50.84708141321045,46.210714285714296,50.002040816326534,45.415966386554615
16,32.67864938895913,66.3312987012987,58.68385093167703,72.20816326530613,63.55956043956042,49.76607142857142,59.90317460317461,62.5952380952381,73.57315270935963,67.23109243697479,74.04675324675325,50.755803571428565,50.853846153846156,54.91896825396827,54.91734693877551,57.132142857142846,58.02527472527473,66.01304347826088,59.34210526315788,62.26233766233766,51.640571428571434,46.09504373177842,42.277740863787365,56.48520408163265,63.865178571428565,46.412925170068036,64.0093495934959,42.44999999999999,52.328078817733974,58.90779220779221,61.78224489795918,60.358385093167705,65.22142857142858,55.412063492063496,55.250714285714274,60.240266106442576,52.154285714285706,58.57089947089948,57.77428571428571,66.85178571428571,46.961904761904776,60.979591836734684,66.67676902536718,55.07582417582418,61.760829493087556,55.234693877551024,50.47119815668202,44.54062500000001,57.52448979591837,46.744537815126066
17,35.51098852040817,66.8281818181818,68.36149068322982,74.1687074829932,62.0325693354265,56.5047619047619,48.62063492063493,51.92857142857142,70.06231527093597,66.99489795918367,73.57792207792208,54.29855072463769,53.7489010989011,56.561111111111096,51.288775510204076,64.76000000000002,59.679304029304035,70.01055900621121,49.19097744360903,52.31558441558442,43.4273015873016,44.17434402332361,49.59634551495017,62.29387755102042,67.85625,53.73197278911564,58.795783972125435,51.0702380952381,59.14236453201971,44.9844155844156,49.280952380952385,67.55652173913045,64.98571428571428,43.45123152709358,48.956428571428575,69.53319327731093,54.210857142857144,46.00176366843035,49.554285714285705,65.14464285714287,55.751587301587314,64.74489795918366,74.31437472185134,58.93516483516483,54.08341013824885,42.704081632653065,54.823963133640525,45.975,49.018367346938774,53.659663865546214
18,29.223459755583647,74.98220779220779,75.94782608695652,74.88265306122447,61.200350601779185,58.45000000000001,53.37936507936508,60.961904761904755,77.39630541871924,76.68816326530614,74.0948051948052,65.37950310559006,46.17472527472528,70.78161375661377,69.04081632653062,71.57714285714287,73.33186813186812,77.63913043478261,50.56766917293235,64.67662337662337,45.52190476190477,56.154324586977644,57.28073089700997,72.72551020408162,75.90714285714286,47.262585034013604,72.66428571428571,54.52023809523809,65.9990147783251,49.3896103896104,58.28965986394557,68.90062111801241,64.17738095238093,54.81266666666666,68.02357142857143,76.10756302521007,47.79200000000001,61.92142857142858,50.110285714285716,75.41964285714286,59.12460317460317,75.65102040816326,78.586435246996,58.261538461538464,68.51382488479261,50.1734693877551,48.88064516129033,56.577678571428564,67.86700680272108,50.55210084033613
19,34.637199747155535,70.29545454545453,67.42608695652174,75.03673469387753,66.42383045525904,51.76011904761905,58.457142857142856,63.114285714285714,76.67586206896551,69.97918367346938,73.84545454545456,60.561490683229806,52.309890109890105,63.70198412698412,61.625102040816316,61.78142857142856,64.73736263736264,72.81371635610765,57.29097744360903,63.980519480519476,50.6947619047619,55.39702380952381,55.364451827242526,63.63469387755102,70.61741071428571,51.692517006802724,64.72571428571429,54.609523809523814,57.29458128078819,55.12987012987014,61.09081632653061,58.875155279503105,67.62142857142857,57.46650246305419,60.88428571428572,65.50084033613446,55.11999999999999,59.95280423280424,56.98571428571428,69.21071428571429,54.85396825396825,67.39183673469388,70.83544474393531,59.337637362637366,63.45460829493086,54.96938775510204,53.94516129032258,55.9375,60.012244897959185,50.610924369747885
