week,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1,85.08518091400173,51.34757605987255,58.69829894717458,27.938742544940286,67.92131393164883,49.51155037994936,58.02953813609437,57.58353506170826,65.73296577841451,51.07174101372923,67.58192161293616,73.0589477108793,79.12715889396671,66.55874251020418,70.72336167485425,58.692831393729065,59.989207523284136,57.32772631609105,60.656406731616286,54.725652142210805,66.50631933447849,71.3581522893481,72.43747156320555,59.58214617927939,53.27163366531663,76.88888885943886,51.15923259910486,75.75139121997327,74.77762065474465,64.09563657198727,56.238848166705644,36.29940281349523,45.98378761650217,64.31160381482663,71.21701080963481,58.89253775817421,79.56089622148185,62.19235622727779,59.95015339726554,47.17548591046442,76.2144079997706,55.17792421155404,60.876715931255035,63.34549825614247,53.580276177194875,69.66640683367329,85.02277777465925,68.49394326089983,62.98953220887918,68.85733430082641
2,77.07310658293169,78.75734996076906,80.69538162897412,48.73152181207696,76.22095138769194,62.53677332381852,69.81655365503327,75.64568635339548,83.22040034803108,75.9749948027243,75.27862287657733,79.31774568370541,83.98017976818878,84.3966248927409,85.8582720957565,63.960750980161464,82.28034846718839,82.5021738519378,71.17521219617561,70.77723039803836,75.70078835120394,80.00291374303869,76.97343079951837,78.16400686627695,83.41642156222619,77.9572426619289,72.45613269628936,77.7496074178772,73.52521818346423,72.3961657738473,70.4624202307031,47.10153142788369,66.77129687191669,72.66989623779774,81.1510069281967,63.2079395652404,84.7421937859732,73.21362407897644,72.9000028610904,70.5886714217198,76.71770534564145,80.80480641797509,57.3335574009991,75.02599051981029,71.18915889047254,75.70190738398357,91.02157090147524,76.15171035881541,73.73838500286173,73.02081001722958
3,83.51382439515264,59.292958077541215,67.12537221388042,36.83033286098395,71.45455891295622,54.028510962341386,68.27909392019302,65.42014570094457,65.87011832528476,54.84594237389239,73.90819971935777,75.36541398232862,81.12285669449345,74.3587057246635,75.36497451801462,59.41774933179045,68.0260601364701,68.6825210562035,70.49104507665012,59.61937246424012,74.72571583797469,75.55052650046517,76.92909961920749,67.03162529524,63.79495244655794,75.72848787843488,60.67908478642048,72.59081594868346,71.24490044373105,73.84739062434663,66.25204950650331,39.67427849892182,56.37864876639728,71.15534335250884,71.28919192180588,54.840677561869796,81.6392814734286,68.42998557958097,70.90531774619564,54.76243633493946,71.24111697276744,63.80798231006115,61.31071295157183,65.97287617573596,57.49122394693882,78.07477071398846,83.71441712304171,77.07761346285716,62.92818906720632,68.72015661699533
4,76.44953692223389,65.53906182775276,61.01661774253883,24.329240790951694,61.295809385627315,50.45596152873006,65.42625098475222,67.33631407074238,71.61068003986054,64.17793308649641,77.99322086982015,79.12671021398673,76.36616423278643,72.16092108979394,73.70434131029887,51.58857607322053,64.88777217718925,66.03861426792614,67.55097408152567,65.82352910091859,72.25368524146838,75.58524088098079,81.52086442951908,59.86180788353692,66.88361081004143,71.8642219743857,66.05554329974754,81.69642674127587,73.09687940193315,69.46266914861525,65.88345933033267,29.009925428619198,47.40514481280901,69.72670011537433,72.8753528220333,44.44864615659502,81.82093352857774,69.79499235894671,67.9826729902824,63.10968516305629,73.85103314532378,62.37187009660836,51.52611540097125,61.6700254970014,63.101699808003815,68.937549630098,86.19381415862368,80.57392371339306,66.15406560902099,63.9060711377685
5,71.51895805484301,58.7703608734162,58.7600998848909,21.670589889550122,53.233290222378606,53.6291216590225,63.35409497683597,62.03151934507821,69.23017484602191,57.655810296293325,78.56981315455758,66.26940066072068,73.12593973021849,62.41956269044489,63.904622170770324,51.57351674411827,61.66051448010915,64.9186437772319,65.0486425673165,59.365007155259164,66.63357841897283,70.21490122379505,71.36141996881244,53.34530078815918,61.48064417356425,72.55644371997587,60.63682602720403,71.84177928037872,68.83472114560892,61.94034782294234,62.27511402561378,29.014419593103792,43.9445760095051,67.04819278874952,64.99171837880525,46.45128064091923,78.8101566049912,64.40710878197648,69.85734396711455,58.59811396015235,71.50564284149523,57.95196680803297,53.13453246555368,55.72387284784726,60.09003036625587,66.33762939462936,85.34737907080061,65.19298965010186,62.63016051976278,67.10103847790924
6,76.76078864154034,80.02084115148546,78.58362279280958,21.476393889087266,53.238623290940474,61.700547548672034,74.29423044025636,77.1161162263277,80.43414633497942,78.21996838218921,72.44312136678596,75.93321247751429,64.21317832056371,76.2917436446573,77.91653706090622,64.12031880477937,75.80022764542308,83.65690801015946,75.63679399271706,78.12930015891988,77.89889568388631,73.44113621851201,69.59998022933686,69.85143147799457,81.67686032621332,77.6745655958616,76.78622540966823,71.73526429022718,76.00982236801892,77.80459311269294,76.31973942959178,34.33157948857115,35.29978329742589,77.56356440196686,79.57462668896862,62.30702476975334,70.36455048186077,77.98620789638109,75.66880404065564,77.66410309890182,75.65147879662753,75.62355639357453,73.1075783711884,48.32182269255576,75.88151552399874,80.08953512264556,76.77420150643142,65.4951962469101,78.65303455506609,71.74905485041462
7,85.40278894505256,85.84984667148491,81.26919085433484,56.512427243559685,50.433294627155284,54.238506813559326,69.49441665753893,74.44930179134896,80.05022365593328,82.43289218976538,80.68717006577072,73.90357521580744,69.42415909645521,80.91664108692048,81.53847711216352,49.92911560042303,81.06151112699841,85.76733463488938,70.6918304393363,74.78746716734119,66.52015032729203,71.66530215002702,68.38931003280561,67.73223027148376,85.14907884040156,74.38909534354401,77.29240065305116,71.54237263030029,67.25030478976626,68.120591537158,70.94934481405866,50.073674635555776,44.08148330074775,72.43477915180469,79.50304571571723,66.4837031932201,71.47893454857018,73.01571949924451,73.64679145981006,75.52664038544721,73.31197271987077,81.66950431241852,74.42459279170565,52.988404830936396,77.64428580584142,68.7641524775304,72.91444050822494,66.04162796628114,80.06046166734733,62.35597618191515
8,84.68964773727534,78.47295365104662,88.28196913409201,37.61787756022278,48.35040165023595,62.757256600748434,81.49232245873782,86.34883797079887,76.4983105517219,78.15156083785398,81.0550113793962,83.02890262320862,70.06998524388747,85.89905110317311,83.87921416250119,75.91797663558107,78.54747947505886,84.8710063012627,79.18181162975266,87.75344744777432,72.92836825843679,81.44174054915901,77.75100187230396,85.4954218032195,84.19799847755098,72.70205923728074,82.68047551012306,72.77716458475733,76.14546690815212,77.8547868566399,85.46915663583538,41.749574271686285,45.52458102172845,82.83251223176704,80.77701826555702,87.08533258772951,74.20337270755552,84.54624322601565,85.7082183064459,81.09560190457086,76.19671050937706,76.84175144132409,81.04450963493734,63.382393178063595,82.6326135419986,77.79773753308892,69.04262072522685,80.4389664491032,76.29278542881809,69.52676672417071
9,75.97716120183686,63.95501748795443,71.19598883999856,32.74672338737718,65.33752081312902,32.640320687855365,63.56425754804242,61.78665241430957,63.10621177811454,60.02096975134961,76.97398412107057,68.40106466680409,73.60141011964387,65.25957335886082,64.75203496901086,48.6370642354461,60.688854260622044,73.25804082455525,64.99875643338082,59.06679638446121,69.38641809417635,64.07003793575689,69.03625703115421,56.13769672818588,66.9176592947574,74.13830276759154,56.54231363749219,77.17156279453705,60.4908475056487,62.02415306081721,64.84667750035894,26.745998384425477,50.08260656988418,66.23314729783414,64.7649161804374,63.83563831410576,76.5171933403489,62.45210473299539,66.84387166580565,53.29876541460464,75.14956059160215,61.13737038886801,69.67356139285954,54.919224380534395,57.03712496288184,66.71153498927015,77.57555421983758,64.91654021828411,57.701693011362565,62.27892781648357
10,82.56348910328775,60.2767363405801,56.34392355204793,22.72585155635429,55.243303395963146,33.339213268484905,64.92173329074215,56.554912538964025,58.98905067796281,58.019057986492,66.96473679748826,75.28421348339698,65.49174578809361,66.72242700498764,65.7012378819689,42.38257178063621,58.90154714996864,61.64819611678013,68.75894425834943,54.849809835809744,75.13168353690858,69.89248628003769,73.79569926201864,61.67764800414757,60.732998993204184,74.70790382579303,58.3101355654434,82.79661364957731,60.82457346449225,73.09236231639261,62.19730789780277,18.534752447806003,39.34789557993962,71.11504258836956,61.199636970831136,47.2307892296115,68.55236953806752,62.66488903629581,67.94180016929428,55.75391932260712,78.25017479370078,59.44859770892334,49.73745141570332,45.7219712904022,55.008204264809606,76.01288807725838,71.44680457212418,66.1276132973839,60.92528379931777,55.17490658047435
