week,temp,dewp,hum
1,57.7625,23.450000000000003,26.407164581012516
2,57.71428571428572,33.857142857142854,40.49603832802524
3,54.957142857142856,22.37142857142857,27.930892406998186
4,50.857142857142854,11.142857142857142,19.974883390363864
5,60.857142857142854,12.714285714285714,14.90486417167787
6,61.62857142857143,16.714285714285715,17.27170639957733
7,57.314285714285724,44.528571428571425,62.28926942952866
8,48.28571428571429,28.11428571428571,45.36058655343017
9,53.25714285714286,25.057142857142857,33.2553308666282
10,60.58571428571428,25.885714285714283,26.42505404858867
11,62.442857142857136,34.94285714285714,35.73913174339979
12,63.32857142857142,26.985714285714284,25.102905634399374
13,64.22857142857143,21.428571428571427,19.285947620864437
14,72.32857142857144,25.471428571428568,17.29693337923237
15,70.74285714285715,14.242857142857144,11.309030205150975
16,68.54285714285716,16.499999999999996,13.450457594686979
17,77.92857142857143,25.957142857142856,14.639562637875297
18,72.51428571428572,25.028571428571432,16.875345917699065
19,82.87142857142858,23.928571428571427,11.448427115819126
20,78.8,22.38571428571429,12.253906850398446
21,79.3,24.97142857142857,13.432499098535411
22,83.14285714285714,21.457142857142856,10.228062586653026
23,88.97142857142856,32.442857142857136,13.358896198155373
24,84.41428571428571,38.957142857142856,19.991885960918065
25,86.87142857142858,41.48571428571429,20.387570066058604
26,88.75714285714287,37.89999999999999,16.704158573578994
27,91.42857142857142,44.214285714285715,19.60869170379884
28,81.15714285714286,65.21428571428571,58.46858506158611
29,86.4857142857143,64.77142857142857,48.494178968114475
30,92.77142857142857,56.57142857142857,29.74678040138876
31,91.61428571428571,59.00000000000001,33.64954427626603
32,86.08571428571429,60.285714285714285,41.941707747251705
33,84.84285714285714,63.6,49.058325042634706
34,83.12857142857142,63.142857142857146,51.016470511696035
35,86.72857142857143,57.5,37.195366674087715
36,83.35714285714286,56.34285714285714,39.74551598190039
37,86.52857142857142,46.628571428571426,25.08014338155865
38,85.2,60.6,43.630584930599525
39,84.58,48.540000000000006,28.679785081040425
40,71.97142857142858,57.02857142857143,59.34693677538435
41,64.51428571428572,49.98571428571427,59.254878465745875
42,66.37142857142857,49.24285714285714,54.03435178110799
43,67.9,50.71428571428571,54.13854466658109
44,63.34285714285714,38.42857142857143,39.729229503200294
45,63.5,35.41428571428571,35.086672009324445
46,54.35714285714287,15.914285714285715,21.659156749194246
47,55.271428571428565,30.214285714285715,38.19561835955628
48,56.228571428571435,32.2,39.97764618276356
49,52.471428571428575,38.92857142857143,59.86360550410962
50,54.871428571428574,27.62857142857143,34.869244132381354
51,54.57142857142857,30.914285714285715,40.308897719915635
52,46.142857142857146,30.828571428571422,54.921272333692364
