week,temp,dewp,hum
1,28.857142857142858,22.285714285714285,76.13033564815545
2,35.114285714285714,29.957142857142856,81.27987543980979
3,44.885714285714286,42.228571428571435,90.33791418432767
4,36.98571428571429,29.099999999999998,72.89003599211482
5,29.8,16.985714285714288,58.43144196486031
6,43.0,32.17142857142857,65.3510043607999
7,38.4,22.67142857142857,52.82697027834351
8,46.699999999999996,37.55714285714286,70.33469809691412
9,36.50000000000001,24.22857142857143,60.76163579373489
10,39.67142857142857,22.24285714285714,49.37092561335075
11,28.599999999999998,18.15714285714286,64.54058207969278
12,45.82857142857143,32.51428571428571,59.48994796477422
13,52.44285714285714,44.728571428571435,74.93676321293934
14,48.142857142857146,36.47142857142857,63.833002921481274
15,59.67142857142857,42.385714285714286,52.7401363877767
16,56.32857142857142,49.185714285714276,76.9273685957266
17,61.07142857142857,52.671428571428564,73.85874983082479
18,55.528571428571425,42.17142857142858,60.70965188397934
19,53.42857142857143,44.08571428571428,70.52629489462117
20,65.91428571428571,54.68571428571429,67.08998583501733
21,59.18571428571429,53.84285714285714,82.44629222147586
22,62.957142857142856,50.22857142857142,63.143223883999575
23,61.17142857142857,52.55714285714286,73.28922231777831
24,70.04285714285713,63.58571428571429,79.99403627481091
25,68.22857142857143,58.9,72.10963162142306
26,65.52857142857144,53.68571428571429,65.55810254219915
27,69.07142857142858,61.82857142857142,77.73725691121805
28,70.54285714285714,61.08571428571428,72.01237671307346
29,72.81428571428572,63.199999999999996,71.84177743116325
30,67.32857142857144,60.699999999999996,79.30362612416266
31,65.72857142857143,58.2,76.66767255182269
32,66.42857142857143,60.25714285714285,80.53231903886055
33,69.52857142857142,63.72857142857144,81.81928718457357
34,65.85714285714286,56.50000000000001,71.79561829817222
35,60.6,54.72857142857142,80.9718764931807
36,56.32857142857143,48.97142857142857,76.31466024769531
37,60.9,54.41428571428571,79.20267428121967
38,66.44285714285714,56.699999999999996,70.8625576495255
39,60.457142857142856,49.628571428571426,67.45209964025744
40,58.91428571428572,47.371428571428574,65.49351254268987
41,65.52857142857142,59.685714285714276,81.41355924836687
42,52.142857142857146,41.442857142857136,66.80433619104193
43,47.95714285714286,40.71428571428572,75.87866103665631
44,49.24285714285714,41.885714285714286,75.6641804324598
45,41.98571428571429,37.371428571428574,83.56474611276656
46,39.628571428571426,32.82857142857143,76.43297565007367
47,36.75714285714286,24.78571428571428,61.56232065409581
48,42.957142857142856,30.41428571428571,60.97073249024644
49,34.37142857142857,24.685714285714283,67.38710936234598
50,30.385714285714283,19.714285714285715,64.14687037844288
51,42.39999999999999,34.75714285714286,74.1645557199285
52,23.012500000000003,13.4125,66.20577918409474
