week,temp,dewp,hum
1,4.3999999999999995,-2.085714285714286,73.89981132890314
2,9.242857142857144,1.7571428571428576,71.05170543696674
3,30.871428571428574,27.728571428571428,87.96778045886637
4,28.185714285714283,21.785714285714285,76.61851716318519
5,23.6,13.371428571428572,64.47798435009605
6,25.485714285714284,14.942857142857145,63.84781049001135
7,38.58571428571429,29.228571428571428,68.81419300616552
8,36.728571428571435,28.02857142857143,70.473259898295
9,32.471428571428575,22.74285714285714,67.03270085664006
10,28.842857142857138,11.057142857142855,46.85770023999643
11,26.557142857142857,17.45714285714286,68.1126067361051
12,38.214285714285715,27.55714285714286,65.20148249216511
13,47.114285714285714,34.51428571428572,61.392903117205556
14,51.471428571428575,32.05714285714286,47.2961826627194
15,50.07142857142856,41.699999999999996,72.84289247462338
16,50.785714285714285,36.67142857142857,58.305893029483904
17,43.77142857142858,30.75714285714286,59.9272221737571
18,54.57142857142857,35.114285714285714,47.70351137221407
19,64.2,40.0,40.99069650902817
20,56.41428571428571,47.91428571428571,73.12759837624507
21,58.41428571428571,44.75714285714286,60.399470023506844
22,67.14285714285714,43.885714285714286,42.982523884827565
23,75.60000000000001,52.642857142857146,44.790246557838906
24,72.08571428571429,57.94285714285714,61.09480820650178
25,64.78571428571429,50.07142857142857,58.88369540282653
26,67.55714285714286,52.285714285714285,58.05407157704926
27,75.3,59.41428571428572,57.809051241577095
28,72.78571428571429,62.028571428571425,69.0068531472863
29,75.15714285714286,65.75714285714285,72.61410002249055
30,73.07142857142857,61.528571428571425,67.1495269355994
31,67.89999999999999,56.371428571428574,66.59166275884036
32,67.22857142857144,56.89999999999999,69.46344949782824
33,66.64285714285715,61.199999999999996,82.65631847401403
34,66.31428571428572,57.699999999999996,73.78931630123328
35,67.5,58.37142857142857,72.55463718432064
36,61.7,50.25714285714286,66.07299777413623
37,68.77142857142857,58.971428571428575,70.9594941980387
38,68.89999999999999,59.88571428571428,72.98977981002858
39,57.27142857142858,47.67142857142857,70.25772113075566
40,56.41428571428572,48.25714285714285,74.07340496038157
41,47.5,36.142857142857146,64.54823927302829
42,57.4,40.228571428571435,52.63581514547315
43,42.285714285714285,29.614285714285717,60.56106648574611
44,33.857142857142854,25.88571428571429,72.30111546587511
45,27.014285714285712,17.114285714285714,65.85836023780888
46,34.01428571428572,26.142857142857142,72.61804670316087
47,34.857142857142854,22.085714285714285,59.27075363771803
48,39.98571428571429,22.485714285714288,49.2727379499952
49,25.557142857142853,17.042857142857144,69.73427877067037
50,28.75714285714286,22.557142857142857,77.32099811927847
51,23.7,14.614285714285714,67.80261758336025
52,0.0499999999999996,-7.1625000000000005,70.87201547884719
