week,temp,dewp,hum
1,65.47142857142858,59.41428571428572,80.78975078863729
2,63.24285714285714,54.65714285714286,73.56875294290688
3,68.11428571428571,63.714285714285715,85.84027117438299
4,62.94285714285714,53.81428571428571,72.0964106253462
5,71.3,66.31428571428572,84.29029883146391
6,67.32857142857142,60.22857142857142,77.98687202742907
7,66.44285714285715,56.68571428571429,70.82602405893779
8,72.44285714285715,65.5,78.83343827798342
9,73.0,62.84285714285714,70.50352429148005
10,68.37142857142858,58.685714285714276,71.20868658209054
11,69.52857142857144,57.728571428571435,66.13172645826032
12,72.10000000000001,62.54285714285715,71.91448904589942
13,77.07142857142856,70.67142857142856,80.67223606867815
14,77.01428571428572,68.7,75.56251297105348
15,76.35714285714286,67.3142857142857,73.63317741739992
16,78.04285714285716,66.64285714285714,68.0410811119731
17,80.0,71.9,76.3768621917901
18,77.87142857142858,68.31428571428572,72.48522096119933
19,77.82857142857142,68.3142857142857,72.58783012581267
20,78.08571428571427,69.11428571428571,73.9764219792804
21,80.22857142857143,70.18571428571428,71.52118670138232
22,80.41428571428573,69.6,69.68190942723616
23,80.74285714285715,71.72857142857143,74.11454260536362
24,81.67142857142856,74.3,78.41253311590619
25,82.6,74.75714285714285,77.25945067315574
26,80.11428571428571,74.81428571428572,83.92706733912682
27,81.45714285714287,76.25714285714287,84.28819829529867
28,82.75714285714287,75.21428571428571,78.05033217491439
29,82.48571428571428,75.97142857142856,80.75054830312045
30,84.94285714285715,75.8,74.17962544233538
31,83.21428571428571,76.3,79.73664114383496
32,80.57142857142857,76.11428571428571,86.34489362666731
33,82.75714285714285,75.95714285714287,80.00625181958455
34,83.22857142857141,76.24285714285713,79.54870710096897
35,80.57142857142857,76.51428571428572,87.49982372565702
36,83.05714285714285,76.04285714285716,79.4603090486923
37,81.55714285714285,73.57142857142857,76.80391729424079
38,81.88571428571427,75.61428571428571,81.36369505956648
39,80.02857142857144,73.72857142857143,81.15644097902825
40,78.57142857142857,69.74285714285715,74.38362055747353
41,79.39999999999999,73.74285714285715,82.8843667877354
42,73.54285714285713,66.75714285714285,79.3502413163339
43,77.04285714285713,70.72857142857143,80.90566280693862
44,73.47142857142856,66.8,79.65890007504902
45,71.51428571428572,62.34285714285714,72.83960265525505
46,77.24285714285713,72.42857142857143,85.13686915906439
47,75.02857142857142,65.4,72.02701782743775
48,69.45714285714284,60.142857142857146,72.26949655220365
49,72.5,65.91428571428571,79.82180186266116
50,72.21428571428571,64.48571428571428,76.68634440681419
51,73.01428571428572,65.55714285714285,77.48280326148573
52,68.1125,59.68749999999999,74.46186088564042
