week,temp,dewp,hum
1,27.000000000000004,11.428571428571429,51.38043151928835
2,33.51428571428572,19.24285714285714,55.42170147640066
3,37.25714285714285,26.21428571428572,64.04994955262553
4,31.728571428571428,16.24285714285714,52.32969398158923
5,30.157142857142855,12.8,47.97532989214804
6,30.842857142857145,17.471428571428568,57.195488396750996
7,35.385714285714286,23.042857142857144,60.424942353902054
8,35.08571428571429,28.78571428571429,77.57662531866703
9,41.142857142857146,22.357142857142858,46.85745901700113
10,47.614285714285714,34.68571428571429,60.6620951189634
11,50.32857142857143,33.871428571428574,53.06472135457834
12,45.885714285714286,32.55714285714286,59.46374423493261
13,49.92857142857143,43.6,78.77277103736445
14,58.45714285714286,43.24285714285714,56.920229953645354
15,53.48571428571428,32.5,44.70976703830175
16,54.91428571428571,36.728571428571435,50.219828491221186
17,56.91428571428572,39.5,52.06899428141577
18,63.328571428571436,46.785714285714285,54.79281953304724
19,56.314285714285724,38.25714285714286,50.68862439059472
20,62.27142857142858,49.771428571428565,63.59569157821184
21,68.2,57.42857142857144,68.46960958981478
22,75.75714285714285,63.58571428571428,65.98385904432317
23,66.12857142857142,51.60000000000001,59.47055895532968
24,70.69999999999999,59.95714285714286,68.81485964769436
25,80.57142857142857,62.77142857142858,54.71408417689996
26,77.5142857142857,53.128571428571426,42.789459394086236
27,82.25714285714287,67.02857142857142,60.07865138078113
28,80.01428571428572,68.85714285714286,68.82706659331095
29,82.67142857142858,67.05714285714285,59.33648144363287
30,76.47142857142856,59.25714285714287,55.287977575631345
31,78.1857142857143,63.82857142857143,61.40332975941393
32,76.0,63.628571428571426,65.55111111933265
33,77.3,64.34285714285714,64.37315232520073
34,71.11428571428571,57.74285714285714,62.686910666617344
35,79.11428571428573,60.25714285714286,52.50590547673949
36,69.60000000000001,52.457142857142856,54.46662990696793
37,66.04285714285713,53.614285714285714,64.22989665881333
38,70.10000000000001,56.542857142857144,62.142116998082855
39,66.81428571428572,58.58571428571429,74.86488058601836
40,60.300000000000004,45.228571428571435,57.489393673657574
41,58.35714285714285,43.84285714285714,58.4504934342039
42,54.54285714285714,38.728571428571435,55.06090931340558
43,59.32857142857143,47.08571428571428,63.841441643913896
44,46.0,32.2,58.36279648119794
45,48.67142857142857,29.742857142857144,47.787076649744726
46,50.25714285714287,37.68571428571429,61.88123430061707
47,46.5,30.91428571428571,54.37372251837099
48,41.8,28.342857142857138,58.58118855430118
49,33.9,17.814285714285713,51.33032901883077
50,30.271428571428572,15.842857142857143,54.553435221019356
51,32.00000000000001,17.085714285714285,53.68272060453448
52,30.3,19.52,63.83903188866843
53,28.466666666666665,18.7,66.42315815294721
